idsensore,tipologia,unit_dimisura,idstazione,nomestazione,quota,provincia,datastart,storico,cgb_nord,cgb_est,lng,lat,location,:@computed_region_af5v_nc64,datastop
9120,Precipitazione,mm,1219,Casalbuttano ed Uniti,56,CR,2005-01-15T00:00:00.000,N,5011836,575599,9.96349494,45.25595928,"{'type': 'Point', 'coordinates': [9.96349494, 45.25595928]}",4,
14370,Umidità Relativa,%,1360,Clusone SP 671,564,BG,2012-11-14T00:00:00.000,N,5081243,572409,9.93314133,45.88094706,"{'type': 'Point', 'coordinates': [9.93314133, 45.88094706]}",1,
8096,Temperatura,°C,912,Foppolo,1682,BG,1998-01-01T00:00:00.000,N,5099046,558502,9.75610761,46.04249594,"{'type': 'Point', 'coordinates': [9.75610761, 46.04249594]}",1,
17437,Precipitazione,mm,1862,Broni,77,PV,2018-03-22T00:00:00.000,N,4987916,517630,9.22386082,45.04448039,"{'type': 'Point', 'coordinates': [9.22386082, 45.04448039]}",6,
9939,Umidità Relativa,%,677,Cremona Via Fatebenefratelli,43,CR,2006-04-10T00:00:00.000,N,4999315,582066,10.04384767,45.14254358,"{'type': 'Point', 'coordinates': [10.04384767, 45.14254358]}",4,
4087,Direzione Vento,°,150,Pieve San Giacomo,39,CR,2005-07-26T00:00:00.000,N,4997179,594005,10.19526123,45.12182840,"{'type': 'Point', 'coordinates': [10.19526123, 45.1218284]}",4,
32244,Umidità Relativa,%,885,Arcisate,383,VA,2016-08-01T00:00:00.000,N,5076955,491501,8.89055144,45.84610806,"{'type': 'Point', 'coordinates': [8.89055144, 45.84610806]}",3,
19343,Umidità Relativa,%,1556,Prata Camportaccio Pratella,1035,SO,2015-12-03T00:00:00.000,N,5126642,531883,9.41390600,46.29260800,"{'type': 'Point', 'coordinates': [9.413906, 46.292608]}",7,
8165,Precipitazione,mm,870,Como viale Geno,200,CO,2000-07-05T00:00:00.000,N,5074080,506207,9.07990936,45.82025397,"{'type': 'Point', 'coordinates': [9.07990936, 45.82025397]}",3,
14537,Velocità Vento,m/s,1375,Varano Borghi,241,VA,2013-03-27T00:00:00.000,N,5068133,477631,8.71232365,45.76639371,"{'type': 'Point', 'coordinates': [8.71232365, 45.76639371]}",3,
19345,Temperatura,°C,1560,Padenghe sul Garda v.Fondrini,187,BS,2016-07-14T00:00:00.000,N,5041631,617629,10.50612000,45.51828600,"{'type': 'Point', 'coordinates': [10.50612, 45.518286]}",2,
11815,Velocità Vento,m/s,144,Madesimo Spluga,1915,SO,2012-04-27T00:00:00.000,N,5146513,526726,9.34812808,46.47166446,"{'type': 'Point', 'coordinates': [9.34812808, 46.47166446]}",7,
8228,Precipitazione,mm,907,Varese v.Appiani,416,VA,2003-08-27T00:00:00.000,N,5075452,486300,8.82361133,45.83249661,"{'type': 'Point', 'coordinates': [8.82361133, 45.83249661]}",3,
19058,Velocità Vento,m/s,525,Corsico v.le Italia,119,MI,2013-10-31T00:00:00.000,N,5031403,507619,9.09741197,45.43611269,"{'type': 'Point', 'coordinates': [9.09741197, 45.43611269]}",8,
6846,Precipitazione,mm,659,Odolo v.Praes,349,BS,2006-02-22T00:00:00.000,N,5055661,608260,10.38929672,45.64605175,"{'type': 'Point', 'coordinates': [10.38929672, 45.64605175]}",2,
6179,Umidità Relativa,%,502,Milano v.Juvara,122,MI,1999-01-01T00:00:00.000,N,5035546,517377,9.22231536,45.47322769,"{'type': 'Point', 'coordinates': [9.22231536, 45.47322769]}",8,
12023,Precipitazione,mm,1297,Spinadesco v.Battisti,48,CR,2011-02-03T00:00:00.000,N,5000087,573153,9.93059842,45.15047339,"{'type': 'Point', 'coordinates': [9.93059842, 45.15047339]}",4,
8152,Precipitazione,mm,885,Arcisate,383,VA,2000-07-05T00:00:00.000,N,5076955,491501,8.89055144,45.84610806,"{'type': 'Point', 'coordinates': [8.89055144, 45.84610806]}",3,
6850,Umidità Relativa,%,659,Odolo v.Praes,349,BS,1999-01-01T00:00:00.000,N,5055661,608260,10.38929672,45.64605175,"{'type': 'Point', 'coordinates': [10.38929672, 45.64605175]}",2,
14416,Velocità Vento,m/s,1365,Bione,911,BS,2012-11-18T00:00:00.000,N,5057931,603395,10.32736288,45.66721826,"{'type': 'Point', 'coordinates': [10.32736288, 45.66721826]}",2,
9117,Precipitazione,mm,1202,Vercana,980,CO,2004-01-01T00:00:00.000,N,5114303,525058,9.32468906,46.18185467,"{'type': 'Point', 'coordinates': [9.32468906, 46.18185467]}",7,
14508,Direzione Vento,°,1371,Brembilla,468,BG,2013-03-19T00:00:00.000,N,5073646,547333,9.60925258,45.81475229,"{'type': 'Point', 'coordinates': [9.60925258, 45.81475229]}",1,
8380,Livello Idrometrico,cm,859,Luino v. Piero Chiara,205,VA,1998-07-24T00:00:00.000,N,5094539,480080,8.74272325,46.00414283,"{'type': 'Point', 'coordinates': [8.74272325, 46.00414283]}",3,
9041,Altezza Neve,cm,1230,San Giacomo Filippo Lago Truzzo,2064,SO,2004-01-09T00:00:00.000,N,5134156,524616,9.31999148,46.36053879,"{'type': 'Point', 'coordinates': [9.31999148, 46.36053879]}",7,
19178,Direzione Vento,°,1303,Cremona v.Gerre Borghi,36,CR,2013-11-22T00:00:00.000,N,4995675,584111,10.06924181,45.10954275,"{'type': 'Point', 'coordinates': [10.06924181, 45.10954275]}",4,
11755,Velocità Vento,m/s,833,Gerola Alta Pescegallo,1875,SO,1992-01-01T00:00:00.000,N,5097116,544202,9.57112074,46.02619690,"{'type': 'Point', 'coordinates': [9.57112074, 46.0261969]}",7,
2252,Direzione Vento,°,1075,Edolo Centrale ENEL,659,BS,1998-01-01T00:00:00.000,N,5113706,603479,10.34047351,46.16907080,"{'type': 'Point', 'coordinates': [10.34047351, 46.1690708]}",7,
19409,Direzione Vento,°,1652,Tirano eliporto,481,SO,2016-12-07T00:00:00.000,N,5118967,591186,10.18226719,46.21817780,"{'type': 'Point', 'coordinates': [10.18226719, 46.2181778]}",7,
5969,Temperatura,°C,629,Crema v.XI febbraio,79,CR,1992-08-01T00:00:00.000,N,5023885,555127,9.70395139,45.36631075,"{'type': 'Point', 'coordinates': [9.70395139, 45.36631075]}",4,
19109,Velocità Vento,m/s,573,Colico v.La Madoneta,229,LC,2013-12-03T00:00:00.000,N,5109468,529713,9.38468725,46.13814090,"{'type': 'Point', 'coordinates': [9.38468725, 46.1381409]}",5,
8394,Livello Idrometrico,cm,916,Pizzighettone ponte Trento e Trieste,47,CR,2001-02-01T00:00:00.000,N,5003947,561219,9.77927456,45.18635161,"{'type': 'Point', 'coordinates': [9.77927456, 45.18635161]}",4,
10469,Temperatura,°C,1266,Bertonico v.Moro,65,LO,2009-03-03T00:00:00.000,N,5009105,552297,9.66625758,45.23349689,"{'type': 'Point', 'coordinates': [9.66625758, 45.23349689]}",8,
10778,Umidità Relativa,%,16,Valfurva Ghiacciaio dei Forni,2180,SO,2021-12-15T00:00:00.000,N,5141977,619522,10.55541386,46.42078875,"{'type': 'Point', 'coordinates': [10.55541386, 46.42078875]}",7,
17567,Velocità Vento,m/s,858,Santa Margherita di Staffora Casanova,575,PV,2018-11-30T00:00:00.000,N,4957210,518916,9.23905083,44.76803261,"{'type': 'Point', 'coordinates': [9.23905083, 44.76803261]}",6,
11020,Umidità Relativa,%,1205,Molteno Cimitero,278,LC,2010-12-16T00:00:00.000,N,5069985,523872,9.30710044,45.78301922,"{'type': 'Point', 'coordinates': [9.30710044, 45.78301922]}",5,
8151,Temperatura,°C,884,Cuveglio,294,VA,2000-07-06T00:00:00.000,N,5083338,480047,8.74277458,45.90332947,"{'type': 'Point', 'coordinates': [8.74277458, 45.90332947]}",3,
32262,Umidità Relativa,%,833,Gerola Alta Pescegallo,1875,SO,2016-10-27T00:00:00.000,N,5097116,544202,9.57112074,46.02619690,"{'type': 'Point', 'coordinates': [9.57112074, 46.0261969]}",7,
5865,Temperatura,°C,596,Osio Sotto v.per Levate,182,BG,2000-04-04T00:00:00.000,N,5052072,547691,9.61173782,45.62055568,"{'type': 'Point', 'coordinates': [9.61173782, 45.62055568]}",1,
2595,Temperatura,°C,205,Montevecchia cascina Butto,385,LC,2014-10-06T00:00:00.000,N,5061321,529882,9.38387611,45.70480511,"{'type': 'Point', 'coordinates': [9.38387611, 45.70480511]}",5,
9331,Velocità Vento,m/s,629,Crema v.XI febbraio,79,CR,2004-01-20T00:00:00.000,N,5023885,555127,9.70395139,45.36631075,"{'type': 'Point', 'coordinates': [9.70395139, 45.36631075]}",4,
14364,Altezza Neve,cm,1359,Breno Lago Della Vacca,2410,BS,2012-12-09T00:00:00.000,N,5090337,611798,10.44272870,45.95749967,"{'type': 'Point', 'coordinates': [10.4427287, 45.95749967]}",7,
17476,Radiazione Globale,W/m²,1420,Gordona,1362,SO,2018-09-26T00:00:00.000,N,5126494,526127,9.33920315,46.29151911,"{'type': 'Point', 'coordinates': [9.33920315, 46.29151911]}",7,
17429,Radiazione Globale,W/m²,1862,Broni,77,PV,2018-03-22T00:00:00.000,N,4987916,517630,9.22386082,45.04448039,"{'type': 'Point', 'coordinates': [9.22386082, 45.04448039]}",6,
8133,Temperatura,°C,819,Lozio,994,BS,2001-11-21T00:00:00.000,N,5093242,597570,10.25975254,45.98580874,"{'type': 'Point', 'coordinates': [10.25975254, 45.98580874]}",7,
8005,Temperatura,°C,857,Santa Margherita di Staffora Passo del Giovà,1363,PV,1998-01-01T00:00:00.000,N,4947846,517168,9.21663743,44.68377850,"{'type': 'Point', 'coordinates': [9.21663743, 44.6837785]}",6,
2492,Precipitazione,mm,136,Persico Dosimo,44,CR,1990-10-17T00:00:00.000,N,5003424,582100,10.04494440,45.17951839,"{'type': 'Point', 'coordinates': [10.0449444, 45.17951839]}",4,
8192,Livello Idrometrico,cm,908,Voghera v. Cambiaso,95,PV,2003-03-04T00:00:00.000,N,4981870,501379,9.01750575,44.99028150,"{'type': 'Point', 'coordinates': [9.01750575, 44.9902815]}",6,
9099,Precipitazione,mm,1235,Cene Ponte,361,BG,2012-01-01T00:00:00.000,N,5070400,563860,9.82153320,45.78420692,"{'type': 'Point', 'coordinates': [9.8215332, 45.78420692]}",1,
19377,Precipitazione,mm,1651,Morbegno eliporto,230,SO,2016-07-28T00:00:00.000,N,5109394,545135,9.58432198,46.13664246,"{'type': 'Point', 'coordinates': [9.58432198, 46.13664246]}",7,
14055,Umidità Relativa,%,1324,Limone sul Garda,75,BS,2012-03-13T00:00:00.000,N,5074143,639088,10.79005556,45.80683333,"{'type': 'Point', 'coordinates': [10.79005556, 45.80683333]}",2,
5981,Direzione Vento,°,594,Bergamo v.Goisis,290,BG,1996-09-16T00:00:00.000,N,5062715,553620,9.68896994,45.71591825,"{'type': 'Point', 'coordinates': [9.68896994, 45.71591825]}",1,
19026,Precipitazione,mm,1422,Bergamo v.Maffei,249,BG,2013-10-01T00:00:00.000,N,5060404,552526,9.67466286,45.69520255,"{'type': 'Point', 'coordinates': [9.67466286, 45.69520255]}",1,
12,Temperatura,°C,3,Sondalo Le Prese,950,SO,1987-11-24T00:00:00.000,N,5133847,604242,10.35482014,46.35017631,"{'type': 'Point', 'coordinates': [10.35482014, 46.35017631]}",7,
14024,Livello Idrometrico,cm,1079,Sesto Calende alzaia,58,VA,2012-01-23T00:00:00.000,N,5063460,471791,8.63749207,45.72412028,"{'type': 'Point', 'coordinates': [8.63749207, 45.72412028]}",3,
19384,Radiazione Globale,W/m²,1651,Morbegno eliporto,230,SO,2016-07-28T00:00:00.000,N,5109394,545135,9.58432198,46.13664246,"{'type': 'Point', 'coordinates': [9.58432198, 46.13664246]}",7,
9105,Precipitazione,mm,1224,Cortenova,456,LC,2004-01-01T00:00:00.000,N,5094947,529451,9.38040375,46.00746603,"{'type': 'Point', 'coordinates': [9.38040375, 46.00746603]}",5,
19442,Umidità Relativa,%,1659,Mornico al Serio campo sportivo,162,BG,2017-04-14T00:00:00.000,N,5049158,562551,9.80196100,45.59315400,"{'type': 'Point', 'coordinates': [9.801961, 45.593154]}",1,
1,Livello Idrometrico,cm,1,Valdisotto Cepina,1125,SO,1987-11-24T00:00:00.000,N,5142077,604122,10.35509322,46.42424003,"{'type': 'Point', 'coordinates': [10.35509322, 46.42424003]}",7,
32354,Umidità Relativa,%,1807,Ispra JRC,249,VA,2022-04-21T00:00:00.000,N,5072552,471760,8.63656270,45.80595188,"{'type': 'Point', 'coordinates': [8.6365627, 45.80595188]}",3,
9109,Precipitazione,mm,1222,Cavargna,1100,CO,2004-04-09T00:00:00.000,N,5104225,508568,9.11084686,46.09155206,"{'type': 'Point', 'coordinates': [9.11084686, 46.09155206]}",7,
9016,Temperatura,°C,1224,Cortenova,456,LC,2004-01-01T00:00:00.000,N,5094947,529451,9.38040375,46.00746603,"{'type': 'Point', 'coordinates': [9.38040375, 46.00746603]}",5,
14446,Umidità Relativa,%,1366,Porlezza torrente,291,CO,2012-12-12T00:00:00.000,N,5098254,510895,9.14079938,46.03777316,"{'type': 'Point', 'coordinates': [9.14079938, 46.03777316]}",7,
6698,Temperatura,°C,642,Pavia v. Folperti,77,PV,2002-06-01T00:00:00.000,N,5004590,512932,9.16464919,45.19468231,"{'type': 'Point', 'coordinates': [9.16464919, 45.19468231]}",6,
32404,Umidità Relativa,%,1680,Vilminore di Scalve Presolana,1856,BG,2017-11-15T00:00:00.000,N,5092483,580679,10.04157800,45.98117244,"{'type': 'Point', 'coordinates': [10.041578, 45.98117244]}",1,
8190,Precipitazione,mm,908,Voghera v. Cambiaso,95,PV,2003-03-04T00:00:00.000,N,4981870,501379,9.01750575,44.99028150,"{'type': 'Point', 'coordinates': [9.01750575, 44.9902815]}",6,
6990,Radiazione Globale,W/m²,679,Valmadrera v.Pozzi,247,LC,2006-02-02T00:00:00.000,N,5076576,527307,9.35166247,45.84221272,"{'type': 'Point', 'coordinates': [9.35166247, 45.84221272]}",5,
8224,Precipitazione,mm,873,Ponti sul Mincio Monzambano,62,MN,2003-07-01T00:00:00.000,N,5027985,633560,10.70629600,45.39264211,"{'type': 'Point', 'coordinates': [10.706296, 45.39264211]}",4,
11735,Velocità Vento,m/s,106,Varzi Nivione,500,PV,2001-05-15T00:00:00.000,N,4961571,514194,9.17949163,44.80739989,"{'type': 'Point', 'coordinates': [9.17949163, 44.80739989]}",6,
19023,Umidità Relativa,%,1422,Bergamo v.Maffei,249,BG,2013-10-01T00:00:00.000,N,5060404,552526,9.67466286,45.69520255,"{'type': 'Point', 'coordinates': [9.67466286, 45.69520255]}",1,
6434,Radiazione Globale,W/m²,586,Costa Volpino v.Nazionale,192,BG,1993-07-26T00:00:00.000,N,5075429,585212,10.09707131,45.82716061,"{'type': 'Point', 'coordinates': [10.09707131, 45.82716061]}",1,
17502,Velocità Vento,m/s,817,Pavia SS 35,71,PV,2018-10-21T00:00:00.000,N,5003026,511523,9.14666412,45.18062204,"{'type': 'Point', 'coordinates': [9.14666412, 45.18062204]}",6,
14129,Livello Idrometrico,cm,1328,Teglio S. Giacomo,357,SO,2012-04-20T00:00:00.000,N,5112157,580182,10.03847892,46.15827664,"{'type': 'Point', 'coordinates': [10.03847892, 46.15827664]}",7,
14082,Velocità Vento,m/s,1325,Collio Memmo,1069,BS,2012-03-15T00:00:00.000,N,5073930,602209,10.31552778,45.81136111,"{'type': 'Point', 'coordinates': [10.31552778, 45.81136111]}",2,
8121,Livello Idrometrico,cm,866,Paderno Dugnano Palazzolo,168,MI,1998-07-24T00:00:00.000,N,5047708,512402,9.15897783,45.58280558,"{'type': 'Point', 'coordinates': [9.15897783, 45.58280558]}",8,
22553,Direzione Vento,°,214,Bigarello,15,MN,2022-11-25T00:00:00.000,N,5005622,648246,10.88713700,45.18849864,"{'type': 'Point', 'coordinates': [10.887137, 45.18849864]}",4,
8017,Altezza Neve,cm,836,Aprica,1950,SO,1992-01-01T00:00:00.000,N,5109097,588704,10.14826598,46.12968795,"{'type': 'Point', 'coordinates': [10.14826598, 46.12968795]}",7,
14118,Precipitazione,mm,1325,Collio Memmo,1069,BS,2012-03-18T00:00:00.000,N,5073930,602209,10.31552778,45.81136111,"{'type': 'Point', 'coordinates': [10.31552778, 45.81136111]}",2,
2048,Direzione Vento,°,102,San Colombano al Lambro,140,MI,2001-06-27T00:00:00.000,N,5002165,538425,9.48899684,45.17191896,"{'type': 'Point', 'coordinates': [9.48899684, 45.17191896]}",8,
11011,Umidità Relativa,%,912,Foppolo,1682,BG,2010-11-22T00:00:00.000,N,5099046,558502,9.75610761,46.04249594,"{'type': 'Point', 'coordinates': [9.75610761, 46.04249594]}",1,
30523,Livello Idrometrico,cm,1508,Lainate SP 109,160,MI,2014-09-25T00:00:00.000,N,5046729,503760,9.04819014,45.57409116,"{'type': 'Point', 'coordinates': [9.04819014, 45.57409116]}",8,
8188,Precipitazione,mm,901,Crema v.Camporelle,103,CR,2003-03-04T00:00:00.000,N,5022780,552590,9.67144061,45.35656022,"{'type': 'Point', 'coordinates': [9.67144061, 45.35656022]}",4,
19341,Direzione Vento,°,1551,Premana v.Luciani papa,910,LC,2015-07-08T00:00:00.000,N,5099899,532481,9.41987800,46.05190000,"{'type': 'Point', 'coordinates': [9.419878, 46.0519]}",5,
9082,Livello Idrometrico,cm,1235,Cene Ponte,361,BG,2011-10-04T00:00:00.000,N,5070400,563860,9.82153320,45.78420692,"{'type': 'Point', 'coordinates': [9.8215332, 45.78420692]}",1,
14139,Temperatura,°C,1330,Olgiate Comasco v.Repubblica,400,CO,2012-04-18T00:00:00.000,N,5068834,497872,8.97262961,45.77306208,"{'type': 'Point', 'coordinates': [8.97262961, 45.77306208]}",3,
2277,Direzione Vento,°,119,San Giovanni Bianco Cornalita,622,BG,2001-09-27T00:00:00.000,N,5079768,549604,9.63912077,45.86969697,"{'type': 'Point', 'coordinates': [9.63912077, 45.86969697]}",1,
14100,Direzione Vento,°,1326,Toscolano-Maderno,70,BS,2012-03-22T00:00:00.000,N,5054923,626016,10.61687842,45.63641172,"{'type': 'Point', 'coordinates': [10.61687842, 45.63641172]}",2,
19364,Umidità Relativa,%,1559,Dervio v.S.Cecilia,198,LC,2016-07-05T00:00:00.000,N,5101755,523618,9.30538273,46.06896591,"{'type': 'Point', 'coordinates': [9.30538273, 46.06896591]}",5,
10381,Umidità Relativa,%,706,Lecco v.Sora,272,LC,2008-07-22T00:00:00.000,N,5078987,531045,9.39995481,45.86375372,"{'type': 'Point', 'coordinates': [9.39995481, 45.86375372]}",5,
12713,Velocità Vento,m/s,125,Castello d'Agogna,106,PV,2020-05-21T00:00:00.000,N,5010411,476502,8.70057165,45.24680044,"{'type': 'Point', 'coordinates': [8.70057165, 45.24680044]}",6,
9812,Temperatura,°C,670,Mantova S.Agnese,22,MN,2004-12-30T00:00:00.000,N,5002356,641122,10.79557331,45.16057658,"{'type': 'Point', 'coordinates': [10.79557331, 45.16057658]}",4,
2136,Radiazione Globale,W/m²,110,Gonzaga Palidano,22,MN,1999-05-07T00:00:00.000,N,4980052,638675,10.75828107,44.96037167,"{'type': 'Point', 'coordinates': [10.75828107, 44.96037167]}",4,
8129,Livello Idrometrico,cm,891,ISOLA S.ANTONIO SS 211,84,AL,2001-04-18T00:00:00.000,N,4986960,485996,8.82221989,45.03596417,"{'type': 'Point', 'coordinates': [8.82221989, 45.03596417]}",,
11762,Velocità Vento,m/s,998,Laveno-Mombello p.zza Matteotti,207,VA,1999-06-24T00:00:00.000,N,5084109,470426,8.61868535,45.90991335,"{'type': 'Point', 'coordinates': [8.61868535, 45.90991335]}",3,
2620,Temperatura,°C,214,Bigarello,15,MN,2009-11-25T00:00:00.000,N,5005622,648246,10.88713700,45.18849864,"{'type': 'Point', 'coordinates': [10.887137, 45.18849864]}",4,
17463,Umidità Relativa,%,1872,Lasnigo s.Alessandro,554,CO,2018-09-26T00:00:00.000,N,5081375,520268,9.26121361,45.88564351,"{'type': 'Point', 'coordinates': [9.26121361, 45.88564351]}",3,
9329,Precipitazione,mm,629,Crema v.XI febbraio,79,CR,2004-01-20T00:00:00.000,N,5023885,555127,9.70395139,45.36631075,"{'type': 'Point', 'coordinates': [9.70395139, 45.36631075]}",4,
11760,Velocità Vento,m/s,848,Livigno La Vallaccia,2660,SO,1993-09-11T00:00:00.000,N,5147768,591251,10.18873661,46.47730866,"{'type': 'Point', 'coordinates': [10.18873661, 46.47730866]}",7,
14652,Velocità Vento,m/s,1382,Veddasca Monte Cadrigna,1302,VA,2013-07-19T00:00:00.000,N,5102054,482122,8.76881513,46.07182708,"{'type': 'Point', 'coordinates': [8.76881513, 46.07182708]}",3,
14546,Temperatura,°C,1376,Puegnago del Garda,291,BS,2013-04-19T00:00:00.000,N,5048460,617051,10.50033090,45.57983780,"{'type': 'Point', 'coordinates': [10.5003309, 45.5798378]}",2,
19309,Precipitazione,mm,1518,Dubino La Piazza,993,SO,2014-11-21T00:00:00.000,N,5112733,535367,9.45812983,46.16725553,"{'type': 'Point', 'coordinates': [9.45812983, 46.16725553]}",7,
24411,Umidità Relativa,%,1974,Grone San Fermo,1246,BG,2020-08-30T00:00:00.000,N,5066048,572800,9.93587297,45.74415628,"{'type': 'Point', 'coordinates': [9.93587297, 45.74415628]}",1,
9102,Precipitazione,mm,1220,Ponte di Legno Case Pirli,1640,BS,2004-01-01T00:00:00.000,N,5127374,617932,10.53105110,46.28969035,"{'type': 'Point', 'coordinates': [10.5310511, 46.28969035]}",7,
19342,Temperatura,°C,1556,Prata Camportaccio Pratella,1035,SO,2015-12-03T00:00:00.000,N,5126642,531883,9.41390600,46.29260800,"{'type': 'Point', 'coordinates': [9.413906, 46.292608]}",7,
9002,Temperatura,°C,1211,Castronno,379,VA,2004-01-01T00:00:00.000,N,5066146,486058,8.82076322,45.74873297,"{'type': 'Point', 'coordinates': [8.82076322, 45.74873297]}",3,
6796,Umidità Relativa,%,653,Brescia v.Ziziola,125,BS,2003-11-18T00:00:00.000,N,5040836,595170,10.21846492,45.51456611,"{'type': 'Point', 'coordinates': [10.21846492, 45.51456611]}",2,
32229,Velocità Vento,m/s,874,Sarnico v. Roma,197,BG,2016-06-22T00:00:00.000,N,5057377,574538,9.95688896,45.66594103,"{'type': 'Point', 'coordinates': [9.95688896, 45.66594103]}",1,
2096,Temperatura,°C,107,Sondrio Fond.Fojanini,307,SO,2001-01-29T00:00:00.000,N,5113016,565691,9.85094015,46.16755337,"{'type': 'Point', 'coordinates': [9.85094015, 46.16755337]}",7,
5122,Umidità Relativa,%,166,Mantova Lunetta2 SMR,25,MN,2006-01-08T00:00:00.000,N,5002119,643358,10.82394014,45.15799358,"{'type': 'Point', 'coordinates': [10.82394014, 45.15799358]}",4,
14031,Velocità Vento,m/s,1211,Castronno,379,VA,2012-02-12T00:00:00.000,N,5066146,486058,8.82076322,45.74873297,"{'type': 'Point', 'coordinates': [8.82076322, 45.74873297]}",3,
14165,Umidità Relativa,%,1219,Casalbuttano ed Uniti,56,CR,2012-10-09T00:00:00.000,N,5011836,575599,9.96349494,45.25595928,"{'type': 'Point', 'coordinates': [9.96349494, 45.25595928]}",4,
17533,Umidità Relativa,%,3,Sondalo Le Prese,950,SO,2019-01-07T00:00:00.000,N,5133847,604242,10.35482014,46.35017631,"{'type': 'Point', 'coordinates': [10.35482014, 46.35017631]}",7,
17501,Radiazione Globale,W/m²,817,Pavia SS 35,71,PV,2018-10-21T00:00:00.000,N,5003026,511523,9.14666412,45.18062204,"{'type': 'Point', 'coordinates': [9.14666412, 45.18062204]}",6,
17562,Temperatura,°C,1879,Montichiari Boschetti,92,BS,2018-12-13T00:00:00.000,N,5028666,610666,10.41406192,45.40275984,"{'type': 'Point', 'coordinates': [10.41406192, 45.40275984]}",2,
22580,Precipitazione,mm,1955,Magasa Malga Corva,1244,BS,2023-06-01T00:00:00.000,N,5070236,626539,0.00000000,0.00000000,"{'type': 'Point', 'coordinates': [0, 0]}",,
46,Precipitazione,mm,33,Lanzada Ganda,988,SO,1989-11-10T00:00:00.000,N,5124452,568154,9.88450500,46.27022400,"{'type': 'Point', 'coordinates': [9.884505, 46.270224]}",7,
17443,Temperatura,°C,1692,Bienno Piazze,472,BS,2018-07-13T00:00:00.000,N,5086804,600114,10.29124095,45.92751023,"{'type': 'Point', 'coordinates': [10.29124095, 45.92751023]}",7,
116,Precipitazione,mm,58,Carona Lago Fregabolgia,1955,BG,2002-01-01T00:00:00.000,N,5097125,566799,9.86305936,46.02444861,"{'type': 'Point', 'coordinates': [9.86305936, 46.02444861]}",1,
8105,Livello Idrometrico,cm,852,Lavenone Galleria Agricoltori - fiume,370,BS,1998-01-01T00:00:00.000,N,5065630,612858,10.45060250,45.73501708,"{'type': 'Point', 'coordinates': [10.4506025, 45.73501708]}",2,
32394,Umidità Relativa,%,1555,Manerba del Garda Dusano,73,BS,2017-11-17T00:00:00.000,N,5044545,622300,10.56663509,45.54370100,"{'type': 'Point', 'coordinates': [10.56663509, 45.543701]}",2,
2333,Radiazione Globale,W/m²,123,Cavenago d'Adda,67,LO,2003-09-23T00:00:00.000,N,5013018,544138,9.56265997,45.26927396,"{'type': 'Point', 'coordinates': [9.56265997, 45.26927396]}",8,
11750,Velocità Vento,m/s,137,Rivolta d'Adda Ist. Spallanzani,102,CR,1993-06-09T00:00:00.000,N,5032417,540720,9.52068901,45.44409052,"{'type': 'Point', 'coordinates': [9.52068901, 45.44409052]}",4,
9828,Radiazione Globale,W/m²,848,Livigno La Vallaccia,2660,SO,1993-09-11T00:00:00.000,N,5147768,591251,10.18873661,46.47730866,"{'type': 'Point', 'coordinates': [10.18873661, 46.47730866]}",7,
14690,Direzione Vento,°,1420,Gordona,1362,SO,2014-04-14T00:00:00.000,N,5126494,526127,9.33920315,46.29151911,"{'type': 'Point', 'coordinates': [9.33920315, 46.29151911]}",7,
19179,Velocità Vento,m/s,1303,Cremona v.Gerre Borghi,36,CR,2013-11-22T00:00:00.000,N,4995675,584111,10.06924181,45.10954275,"{'type': 'Point', 'coordinates': [10.06924181, 45.10954275]}",4,
10377,Temperatura,°C,706,Lecco v.Sora,272,LC,2008-07-22T00:00:00.000,N,5078987,531045,9.39995481,45.86375372,"{'type': 'Point', 'coordinates': [9.39995481, 45.86375372]}",5,
12755,Temperatura,°C,1510,Monza v.Monte Generoso,173,MB,2020-11-25T00:00:00.000,N,5048372,519174,9.24580749,45.58862553,"{'type': 'Point', 'coordinates': [9.24580749, 45.58862553]}",5,
14292,Umidità Relativa,%,1347,Barzio Piani di Bobbio,1713,LC,2012-10-14T00:00:00.000,N,5089669,538832,9.50113918,45.95949713,"{'type': 'Point', 'coordinates': [9.50113918, 45.95949713]}",5,
32384,Altezza Neve,cm,1382,Veddasca Monte Cadrigna,1302,VA,2017-11-07T00:00:00.000,N,5102054,482122,8.76881513,46.07182708,"{'type': 'Point', 'coordinates': [8.76881513, 46.07182708]}",3,
8546,Livello Idrometrico,cm,817,Pavia SS 35,71,PV,2001-04-18T00:00:00.000,N,5003026,511523,9.14666412,45.18062204,"{'type': 'Point', 'coordinates': [9.14666412, 45.18062204]}",6,
8147,Livello Idrometrico,cm,882,Montodine ponte,63,CR,2000-07-06T00:00:00.000,N,5014643,555776,9.71119619,45.28307558,"{'type': 'Point', 'coordinates': [9.71119619, 45.28307558]}",4,
12753,Altezza Neve,cm,28,Chiesa in Valmalenco Alpe Entova,1905,SO,2020-12-01T00:00:00.000,N,5130098,564213,9.83412892,46.32141817,"{'type': 'Point', 'coordinates': [9.83412892, 46.32141817]}",7,
19388,Temperatura,°C,1650,Bormio eliporto,1172,SO,2016-09-29T00:00:00.000,N,5145365,604906,10.36603171,46.45370081,"{'type': 'Point', 'coordinates': [10.36603171, 46.45370081]}",7,
