idsensore,tipologia,unit_dimisura,idstazione,nomestazione,quota,provincia,datastart,storico,cgb_nord,cgb_est,lng,lat,location,:@computed_region_af5v_nc64,datastop
17580,Temperatura,°C,847,Carona Carisole,1954,BG,2016-08-20T00:00:00.000,N,5098634,561423,9.79379959,46.03852339,"{'type': 'Point', 'coordinates': [9.79379959, 46.03852339]}",1,
2039,Temperatura,°C,102,San Colombano al Lambro,140,MI,2001-06-27T00:00:00.000,N,5002165,538425,9.48899684,45.17191896,"{'type': 'Point', 'coordinates': [9.48899684, 45.17191896]}",8,
2001,Temperatura,°C,100,Milano Lambrate,120,MI,2001-06-29T00:00:00.000,N,5038171,520120,9.25751540,45.49677982,"{'type': 'Point', 'coordinates': [9.2575154, 45.49677982]}",8,
9100,Precipitazione,mm,1230,San Giacomo Filippo Lago Truzzo,2064,SO,2004-01-09T00:00:00.000,N,5134156,524616,9.31999148,46.36053879,"{'type': 'Point', 'coordinates': [9.31999148, 46.36053879]}",7,
8119,Livello Idrometrico,cm,865,Cantù Asnago,244,CO,1998-07-24T00:00:00.000,N,5062780,507811,9.10037269,45.71853181,"{'type': 'Point', 'coordinates': [9.10037269, 45.71853181]}",3,
17474,Radiazione Globale,W/m²,1382,Veddasca Monte Cadrigna,1302,VA,2018-09-27T00:00:00.000,N,5102054,482122,8.76881513,46.07182708,"{'type': 'Point', 'coordinates': [8.76881513, 46.07182708]}",3,
14667,Umidità Relativa,%,1383,Sarezzo v.della Fonte,290,BS,2012-11-02T00:00:00.000,N,5057824,592468,10.18709620,45.66779897,"{'type': 'Point', 'coordinates': [10.1870962, 45.66779897]}",2,
19445,Radiazione Globale,W/m²,1659,Mornico al Serio campo sportivo,162,BG,2017-04-14T00:00:00.000,N,5049158,562551,9.80196100,45.59315400,"{'type': 'Point', 'coordinates': [9.801961, 45.593154]}",1,
2104,Direzione Vento,°,107,Sondrio Fond.Fojanini,307,SO,2001-01-29T00:00:00.000,N,5113016,565691,9.85094015,46.16755337,"{'type': 'Point', 'coordinates': [9.85094015, 46.16755337]}",7,
12722,Velocità Vento,m/s,1899,Bereguardo Fornasetta,95,PV,2020-08-16T00:00:00.000,N,5012143,501719,9.02191087,45.26278148,"{'type': 'Point', 'coordinates': [9.02191087, 45.26278148]}",6,
8208,Precipitazione,mm,910,Manerbio v.Dante,60,BS,2003-04-09T00:00:00.000,N,5023554,589720,10.14555158,45.35975344,"{'type': 'Point', 'coordinates': [10.14555158, 45.35975344]}",2,
9025,Temperatura,°C,1228,Goito,30,MN,2004-03-11T00:00:00.000,N,5013581,630514,10.66359803,45.26361744,"{'type': 'Point', 'coordinates': [10.66359803, 45.26361744]}",4,
17589,Velocità Vento,m/s,1889,Val Masino Merdarola,2280,SO,2019-08-01T00:00:00.000,N,5119691,544851,9.58163635,46.22931619,"{'type': 'Point', 'coordinates': [9.58163635, 46.22931619]}",7,
19383,Direzione Vento,°,1651,Morbegno eliporto,230,SO,2016-07-28T00:00:00.000,N,5109394,545135,9.58432198,46.13664246,"{'type': 'Point', 'coordinates': [9.58432198, 46.13664246]}",7,
14565,Livello Idrometrico,cm,1377,Capo di Ponte v.Bona,366,BS,2013-03-28T00:00:00.000,N,5098299,603849,10.34189741,46.03038681,"{'type': 'Point', 'coordinates': [10.34189741, 46.03038681]}",7,
17475,Radiazione Globale,W/m²,1545,San Siro Alpe Rescascìa,1285,CO,2018-09-26T00:00:00.000,N,5102069,518430,9.23833270,46.07194520,"{'type': 'Point', 'coordinates': [9.2383327, 46.0719452]}",7,
6994,Umidità Relativa,%,679,Valmadrera v.Pozzi,247,LC,2006-02-02T00:00:00.000,N,5076576,527307,9.35166247,45.84221272,"{'type': 'Point', 'coordinates': [9.35166247, 45.84221272]}",5,
2327,Temperatura,°C,123,Cavenago d'Adda,67,LO,2002-08-08T00:00:00.000,N,5013018,544138,9.56265997,45.26927396,"{'type': 'Point', 'coordinates': [9.56265997, 45.26927396]}",8,
12745,Altezza Neve,cm,857,Santa Margherita di Staffora Passo del Giovà,1363,PV,2020-12-01T00:00:00.000,N,4947846,517168,9.21663743,44.68377850,"{'type': 'Point', 'coordinates': [9.21663743, 44.6837785]}",6,
2148,Radiazione Globale,W/m²,111,Cassina Valsassina Moggio,1234,LC,2003-10-31T00:00:00.000,N,5084512,538583,9.49750222,45.91309369,"{'type': 'Point', 'coordinates': [9.49750222, 45.91309369]}",5,
10557,Velocità Vento,m/s,554,Saronno v.Santuario,212,VA,2010-07-06T00:00:00.000,N,5052646,502058,9.02640138,45.62735705,"{'type': 'Point', 'coordinates': [9.02640138, 45.62735705]}",3,
14759,Livello Idrometrico,cm,1549,Darfo Boario Terme Cav. Vittorio Veneto,205,BS,2015-06-14T00:00:00.000,N,5081001,591075,10.17358369,45.87654905,"{'type': 'Point', 'coordinates': [10.17358369, 45.87654905]}",7,
17568,Direzione Vento,°,858,Santa Margherita di Staffora Casanova,575,PV,2018-11-30T00:00:00.000,N,4957210,518916,9.23905083,44.76803261,"{'type': 'Point', 'coordinates': [9.23905083, 44.76803261]}",6,
2117,Direzione Vento,°,108,Samolaco v.Vignola,206,SO,1994-07-27T00:00:00.000,N,5120369,532896,9.42666579,46.23610858,"{'type': 'Point', 'coordinates': [9.42666579, 46.23610858]}",7,
4069,Radiazione Globale,W/m²,148,Arconate SMR,182,MI,2002-07-02T00:00:00.000,N,5043898,488082,8.84732669,45.54852147,"{'type': 'Point', 'coordinates': [8.84732669, 45.54852147]}",8,
11747,Velocità Vento,m/s,132,Bergamo v.Stezzano,211,BG,1993-05-19T00:00:00.000,N,5056541,551321,9.65876847,45.66051928,"{'type': 'Point', 'coordinates': [9.65876847, 45.66051928]}",1,
17477,Radiazione Globale,W/m²,857,Santa Margherita di Staffora Passo del Giovà,1363,PV,2018-09-28T00:00:00.000,N,4947846,517168,9.21663743,44.68377850,"{'type': 'Point', 'coordinates': [9.21663743, 44.6837785]}",6,
64,Livello Idrometrico,cm,33,Lanzada Ganda,988,SO,1989-11-10T00:00:00.000,N,5124452,568154,9.88450500,46.27022400,"{'type': 'Point', 'coordinates': [9.884505, 46.270224]}",7,
6183,Umidità Relativa,%,614,Rodano v.Turati,112,MI,1999-01-01T00:00:00.000,N,5035511,527631,9.35349644,45.47258192,"{'type': 'Point', 'coordinates': [9.35349644, 45.47258192]}",8,
8158,Livello Idrometrico,cm,887,Cremona SP 10,40,CR,2001-02-01T00:00:00.000,N,4997693,578223,9.99470858,45.12838214,"{'type': 'Point', 'coordinates': [9.99470858, 45.12838214]}",4,
14459,Velocità Vento,m/s,1366,Porlezza torrente,291,CO,2012-12-12T00:00:00.000,N,5098254,510895,9.14079938,46.03777316,"{'type': 'Point', 'coordinates': [9.14079938, 46.03777316]}",7,
22552,Velocità Vento,m/s,214,Bigarello,15,MN,2022-11-25T00:00:00.000,N,5005622,648246,10.88713700,45.18849864,"{'type': 'Point', 'coordinates': [10.887137, 45.18849864]}",4,
6458,Radiazione Globale,W/m²,502,Milano v.Juvara,122,MI,1999-01-01T00:00:00.000,N,5035546,517377,9.22231536,45.47322769,"{'type': 'Point', 'coordinates': [9.22231536, 45.47322769]}",8,
19346,Umidità Relativa,%,1560,Padenghe sul Garda v.Fondrini,187,BS,2016-07-14T00:00:00.000,N,5041631,617629,10.50612000,45.51828600,"{'type': 'Point', 'coordinates': [10.50612, 45.518286]}",2,
2097,Umidità Relativa,%,107,Sondrio Fond.Fojanini,307,SO,2001-01-29T00:00:00.000,N,5113016,565691,9.85094015,46.16755337,"{'type': 'Point', 'coordinates': [9.85094015, 46.16755337]}",7,
17528,Radiazione Globale,W/m²,1555,Manerba del Garda Dusano,73,BS,2018-10-21T00:00:00.000,N,5044545,622300,10.56663509,45.54370100,"{'type': 'Point', 'coordinates': [10.56663509, 45.543701]}",2,
14588,Umidità Relativa,%,1379,Gargnano,984,BS,2015-07-15T00:00:00.000,N,5065317,625847,10.61740677,45.72996009,"{'type': 'Point', 'coordinates': [10.61740677, 45.72996009]}",2,
17473,Radiazione Globale,W/m²,1679,Sormano rifugio Alpetto,1158,CO,2018-09-26T00:00:00.000,N,5083535,518233,9.23506881,45.90514139,"{'type': 'Point', 'coordinates': [9.23506881, 45.90514139]}",3,
24414,Velocità Vento,m/s,1974,Grone San Fermo,1246,BG,2020-08-30T00:00:00.000,N,5066048,572800,9.93587297,45.74415628,"{'type': 'Point', 'coordinates': [9.93587297, 45.74415628]}",1,
8199,Precipitazione,mm,865,Cantù Asnago,244,CO,2003-04-29T00:00:00.000,N,5062780,507811,9.10037269,45.71853181,"{'type': 'Point', 'coordinates': [9.10037269, 45.71853181]}",3,
14217,Velocità Vento,m/s,1343,Lanzada Passo Marinelli,3032,SO,2012-10-13T00:00:00.000,N,5133321,570414,9.91515411,46.34981046,"{'type': 'Point', 'coordinates': [9.91515411, 46.34981046]}",7,
11758,Velocità Vento,m/s,846,Edolo Pantano d`Avio,2108,BS,1993-05-01T00:00:00.000,N,5114768,613679,10.47282844,46.17700799,"{'type': 'Point', 'coordinates': [10.47282844, 46.17700799]}",7,
8198,Temperatura,°C,911,Lambrugo,273,CO,2003-03-06T00:00:00.000,N,5067627,519009,9.24444953,45.76194769,"{'type': 'Point', 'coordinates': [9.24444953, 45.76194769]}",3,
4029,Radiazione Globale,W/m²,143,Livigno Passo Foscagno,2320,SO,2002-06-02T00:00:00.000,N,5149692,592662,10.20748854,46.49442378,"{'type': 'Point', 'coordinates': [10.20748854, 46.49442378]}",7,
17552,Temperatura,°C,1877,Asola v.Industria,38,MN,2018-11-19T00:00:00.000,N,5008934,609678,10.39707082,45.22535225,"{'type': 'Point', 'coordinates': [10.39707082, 45.22535225]}",4,
2614,Precipitazione,mm,212,Canzo,1233,CO,2008-11-26T00:00:00.000,N,5077224,524701,9.31813681,45.84814356,"{'type': 'Point', 'coordinates': [9.31813681, 45.84814356]}",3,
4009,Temperatura,°C,141,Vertemate con Minoprio serre,310,CO,2002-06-19T00:00:00.000,N,5062832,506653,9.08548850,45.71901089,"{'type': 'Point', 'coordinates': [9.0854885, 45.71901089]}",3,
2124,Radiazione Globale,W/m²,109,Sant'Angelo Lodigiano,60,LO,1998-07-23T00:00:00.000,N,5011978,529787,9.37965968,45.26066731,"{'type': 'Point', 'coordinates': [9.37965968, 45.26066731]}",8,
2502,Precipitazione,mm,137,Rivolta d'Adda Ist. Spallanzani,102,CR,1993-06-09T00:00:00.000,N,5032417,540720,9.52068901,45.44409052,"{'type': 'Point', 'coordinates': [9.52068901, 45.44409052]}",4,
12719,Umidità Relativa,%,1899,Bereguardo Fornasetta,95,PV,2020-08-11T00:00:00.000,N,5012143,501719,9.02191087,45.26278148,"{'type': 'Point', 'coordinates': [9.02191087, 45.26278148]}",6,
6597,Umidità Relativa,%,501,Milano v.Marche,129,MI,2002-03-21T00:00:00.000,N,5038105,514918,9.19093444,45.49631883,"{'type': 'Point', 'coordinates': [9.19093444, 45.49631883]}",8,
8226,Precipitazione,mm,904,Paisco Loveno,816,BS,2003-06-20T00:00:00.000,N,5103599,600282,10.29694303,46.07861336,"{'type': 'Point', 'coordinates': [10.29694303, 46.07861336]}",7,
22007,Direzione Vento,°,1890,Tavernole sul Mella Monte Guglielmo,1790,BS,2019-10-14T00:00:00.000,N,5067376,591417,10.17540709,45.75389593,"{'type': 'Point', 'coordinates': [10.17540709, 45.75389593]}",2,
9863,Precipitazione,mm,672,Cornale v.Libertà,74,PV,2005-07-28T00:00:00.000,N,4987406,493238,8.91415717,45.04008561,"{'type': 'Point', 'coordinates': [8.91415717, 45.04008561]}",6,
14527,Precipitazione,mm,1375,Varano Borghi,241,VA,2013-03-27T00:00:00.000,N,5068133,477631,8.71232365,45.76639371,"{'type': 'Point', 'coordinates': [8.71232365, 45.76639371]}",3,
19344,Precipitazione,mm,1556,Prata Camportaccio Pratella,1035,SO,2015-12-03T00:00:00.000,N,5126642,531883,9.41390600,46.29260800,"{'type': 'Point', 'coordinates': [9.413906, 46.292608]}",7,
11216,Temperatura,°C,1202,Vercana,980,CO,2011-11-11T00:00:00.000,N,5114303,525058,9.32468906,46.18185467,"{'type': 'Point', 'coordinates': [9.32468906, 46.18185467]}",7,
6060,Direzione Vento,°,513,Trezzo sull'Adda v.Nenni,199,MI,2001-02-22T00:00:00.000,N,5051253,539618,9.50813400,45.61370028,"{'type': 'Point', 'coordinates': [9.508134, 45.61370028]}",8,
14252,Altezza Neve,cm,1346,Campodolcino Alpe Motta,1880,SO,2012-10-17T00:00:00.000,N,5141127,528341,9.36883561,46.42312151,"{'type': 'Point', 'coordinates': [9.36883561, 46.42312151]}",7,
2116,Precipitazione,mm,108,Samolaco v.Vignola,206,SO,1994-07-27T00:00:00.000,N,5120369,532896,9.42666579,46.23610858,"{'type': 'Point', 'coordinates': [9.42666579, 46.23610858]}",7,
8101,Livello Idrometrico,cm,849,Borgoforte SS 12,18,MN,1998-01-01T00:00:00.000,N,4989487,638276,10.75581643,45.04534269,"{'type': 'Point', 'coordinates': [10.75581643, 45.04534269]}",4,
17551,Precipitazione,mm,1877,Asola v.Industria,38,MN,2018-11-19T00:00:00.000,N,5008934,609678,10.39707082,45.22535225,"{'type': 'Point', 'coordinates': [10.39707082, 45.22535225]}",4,
6008,Direzione Vento,°,573,Colico v.La Madoneta,229,LC,1998-01-01T00:00:00.000,N,5109468,529713,9.38468725,46.13814090,"{'type': 'Point', 'coordinates': [9.38468725, 46.1381409]}",5,
8211,Precipitazione,mm,903,Misinto,247,MB,2003-03-12T00:00:00.000,N,5056428,505172,9.06639475,45.66138472,"{'type': 'Point', 'coordinates': [9.06639475, 45.66138472]}",5,
41,Precipitazione,mm,28,Chiesa in Valmalenco Alpe Entova,1905,SO,1989-10-28T00:00:00.000,N,5130098,564213,9.83412892,46.32141817,"{'type': 'Point', 'coordinates': [9.83412892, 46.32141817]}",7,
11759,Velocità Vento,m/s,847,Carona Carisole,1954,BG,1993-07-01T00:00:00.000,N,5098634,561423,9.79379959,46.03852339,"{'type': 'Point', 'coordinates': [9.79379959, 46.03852339]}",1,
8191,Temperatura,°C,908,Voghera v. Cambiaso,95,PV,2003-03-04T00:00:00.000,N,4981870,501379,9.01750575,44.99028150,"{'type': 'Point', 'coordinates': [9.01750575, 44.9902815]}",6,
6987,Direzione Vento,°,679,Valmadrera v.Pozzi,247,LC,2006-03-01T00:00:00.000,N,5076576,527307,9.35166247,45.84221272,"{'type': 'Point', 'coordinates': [9.35166247, 45.84221272]}",5,
10465,Precipitazione,mm,1266,Bertonico v.Moro,65,LO,2009-03-03T00:00:00.000,N,5009105,552297,9.66625758,45.23349689,"{'type': 'Point', 'coordinates': [9.66625758, 45.23349689]}",8,
4037,Radiazione Globale,W/m²,144,Madesimo Spluga,1915,SO,2000-11-19T00:00:00.000,N,5146513,526726,9.34812808,46.47166446,"{'type': 'Point', 'coordinates': [9.34812808, 46.47166446]}",7,
19004,Velocità Vento,m/s,503,Milano P.zza Zavattari,122,MI,2013-09-23T00:00:00.000,N,5035847,511082,9.14178666,45.47606529,"{'type': 'Point', 'coordinates': [9.14178666, 45.47606529]}",8,
14207,Radiazione Globale,W/m²,1343,Lanzada Passo Marinelli,3032,SO,2012-10-13T00:00:00.000,N,5133321,570414,9.91515411,46.34981046,"{'type': 'Point', 'coordinates': [9.91515411, 46.34981046]}",7,
24412,Direzione Vento,°,1974,Grone San Fermo,1246,BG,2020-08-30T00:00:00.000,N,5066048,572800,9.93587297,45.74415628,"{'type': 'Point', 'coordinates': [9.93587297, 45.74415628]}",1,
8584,Temperatura,°C,999,Laveno-Mombello Poggio S.Elsa,950,VA,1999-06-23T00:00:00.000,N,5084222,471939,8.63818571,45.91099372,"{'type': 'Point', 'coordinates': [8.63818571, 45.91099372]}",3,
17488,Temperatura,°C,1874,Magenta cascina Mainaga,137,MI,2018-10-30T00:00:00.000,N,5033848,488617,8.85440899,45.45806524,"{'type': 'Point', 'coordinates': [8.85440899, 45.45806524]}",8,
8181,Livello Idrometrico,cm,895,Soncino v. Brescia,87,CR,2003-03-05T00:00:00.000,N,5027680,569678,9.89027567,45.39916950,"{'type': 'Point', 'coordinates': [9.89027567, 45.3991695]}",4,
19396,Direzione Vento,°,1650,Bormio eliporto,1172,SO,2016-09-30T00:00:00.000,N,5145365,604906,10.36603171,46.45370081,"{'type': 'Point', 'coordinates': [10.36603171, 46.45370081]}",7,
14092,Temperatura,°C,1326,Toscolano-Maderno,70,BS,2012-03-22T00:00:00.000,N,5054923,626016,10.61687842,45.63641172,"{'type': 'Point', 'coordinates': [10.61687842, 45.63641172]}",2,
14499,Precipitazione,mm,1371,Brembilla,468,BG,2013-03-19T00:00:00.000,N,5073646,547333,9.60925258,45.81475229,"{'type': 'Point', 'coordinates': [9.60925258, 45.81475229]}",1,
19395,Velocità Vento,m/s,1650,Bormio eliporto,1172,SO,2016-09-29T00:00:00.000,N,5145365,604906,10.36603171,46.45370081,"{'type': 'Point', 'coordinates': [10.36603171, 46.45370081]}",7,
17565,Radiazione Globale,W/m²,1879,Montichiari Boschetti,92,BS,2018-12-13T00:00:00.000,N,5028666,610666,10.41406192,45.40275984,"{'type': 'Point', 'coordinates': [10.41406192, 45.40275984]}",2,
22003,Temperatura,°C,1890,Tavernole sul Mella Monte Guglielmo,1790,BS,2019-10-14T00:00:00.000,N,5067376,591417,10.17540709,45.75389593,"{'type': 'Point', 'coordinates': [10.17540709, 45.75389593]}",2,
8020,Altezza Neve,cm,846,Edolo Pantano d`Avio,2108,BS,1993-05-01T00:00:00.000,N,5114768,613679,10.47282844,46.17700799,"{'type': 'Point', 'coordinates': [10.47282844, 46.17700799]}",7,
14555,Velocità Vento,m/s,1376,Puegnago del Garda,291,BS,2013-04-19T00:00:00.000,N,5048460,617051,10.50033090,45.57983780,"{'type': 'Point', 'coordinates': [10.5003309, 45.5798378]}",2,
17459,Precipitazione,mm,1872,Lasnigo s.Alessandro,554,CO,2018-09-26T00:00:00.000,N,5081375,520268,9.26121361,45.88564351,"{'type': 'Point', 'coordinates': [9.26121361, 45.88564351]}",3,
9391,Umidità Relativa,%,1218,Ardesio Valcanale,1002,BG,2008-12-18T00:00:00.000,N,5088916,566917,9.86343400,45.95056364,"{'type': 'Point', 'coordinates': [9.863434, 45.95056364]}",1,
4089,Precipitazione,mm,150,Pieve San Giacomo,39,CR,2002-07-04T00:00:00.000,N,4997179,594005,10.19526123,45.12182840,"{'type': 'Point', 'coordinates': [10.19526123, 45.1218284]}",4,
5910,Temperatura,°C,535,Lacchiarella v.Molise,97,MI,1998-09-15T00:00:00.000,N,5019010,510542,9.13452950,45.32452314,"{'type': 'Point', 'coordinates': [9.1345295, 45.32452314]}",8,
19355,Umidità Relativa,%,1561,Porto Ceresio campo sportivo,275,VA,2016-12-23T00:00:00.000,N,5082687,491668,8.89259411,45.89770026,"{'type': 'Point', 'coordinates': [8.89259411, 45.89770026]}",3,
14278,Direzione Vento,°,1347,Barzio Piani di Bobbio,1713,LC,2012-10-14T00:00:00.000,N,5089669,538832,9.50113918,45.95949713,"{'type': 'Point', 'coordinates': [9.50113918, 45.95949713]}",5,
19430,Radiazione Globale,W/m²,1657,Mariano Comense campo sportivo,255,CO,2017-10-11T00:00:00.000,N,5059052,513843,9.17777300,45.68488400,"{'type': 'Point', 'coordinates': [9.177773, 45.684884]}",3,
2488,Radiazione Globale,W/m²,136,Persico Dosimo,44,CR,2001-02-13T00:00:00.000,N,5003424,582100,10.04494440,45.17951839,"{'type': 'Point', 'coordinates': [10.0449444, 45.17951839]}",4,
2415,Umidità Relativa,%,130,Brescia ITAS Pastori,149,BS,1995-01-01T00:00:00.000,N,5042175,598502,10.26138219,45.52614578,"{'type': 'Point', 'coordinates': [10.26138219, 45.52614578]}",2,
19415,Temperatura,°C,1656,Casalmaggiore campo sportivo,26,CR,2017-03-28T00:00:00.000,N,4983484,611536,10.41506800,44.99604400,"{'type': 'Point', 'coordinates': [10.415068, 44.996044]}",4,
14190,Velocità Vento,m/s,1342,Ponte in Valtellina Lago Reguzzo,2440,SO,2012-10-13T00:00:00.000,N,5105228,574978,9.96999939,46.09651358,"{'type': 'Point', 'coordinates': [9.96999939, 46.09651358]}",7,
115,Temperatura,°C,58,Carona Lago Fregabolgia,1955,BG,2001-12-01T00:00:00.000,N,5097125,566799,9.86305936,46.02444861,"{'type': 'Point', 'coordinates': [9.86305936, 46.02444861]}",1,
5877,Temperatura,°C,573,Colico v.La Madoneta,229,LC,1990-11-06T00:00:00.000,N,5109468,529713,9.38468725,46.13814090,"{'type': 'Point', 'coordinates': [9.38468725, 46.1381409]}",5,
19019,Velocità Vento,m/s,501,Milano v.Marche,129,MI,2013-10-29T00:00:00.000,N,5038105,514918,9.19093444,45.49631883,"{'type': 'Point', 'coordinates': [9.19093444, 45.49631883]}",8,
32339,Umidità Relativa,%,857,Santa Margherita di Staffora Passo del Giovà,1363,PV,2016-09-02T00:00:00.000,N,4947846,517168,9.21663743,44.68377850,"{'type': 'Point', 'coordinates': [9.21663743, 44.6837785]}",6,
9042,Altezza Neve,cm,1220,Ponte di Legno Case Pirli,1640,BS,2004-01-01T00:00:00.000,N,5127374,617932,10.53105110,46.28969035,"{'type': 'Point', 'coordinates': [10.5310511, 46.28969035]}",7,
8201,Precipitazione,mm,858,Santa Margherita di Staffora Casanova,575,PV,2003-01-01T00:00:00.000,N,4957210,518916,9.23905083,44.76803261,"{'type': 'Point', 'coordinates': [9.23905083, 44.76803261]}",6,
32228,Direzione Vento,°,874,Sarnico v. Roma,197,BG,2016-06-22T00:00:00.000,N,5057377,574538,9.95688896,45.66594103,"{'type': 'Point', 'coordinates': [9.95688896, 45.66594103]}",1,
8118,Livello Idrometrico,cm,864,Castellanza C.so G. Matteotti,206,VA,1998-07-24T00:00:00.000,N,5050408,492783,8.90745369,45.60718181,"{'type': 'Point', 'coordinates': [8.90745369, 45.60718181]}",3,
5128,Precipitazione,mm,166,Mantova Lunetta2 SMR,25,MN,2006-01-08T00:00:00.000,N,5002119,643358,10.82394014,45.15799358,"{'type': 'Point', 'coordinates': [10.82394014, 45.15799358]}",4,
19402,Umidità Relativa,%,1652,Tirano eliporto,481,SO,2016-12-07T00:00:00.000,N,5118967,591186,10.18226719,46.21817780,"{'type': 'Point', 'coordinates': [10.18226719, 46.2181778]}",7,
30536,Precipitazione,mm,1511,Rescaldina,215,MI,2014-09-26T00:00:00.000,N,5050479,496327,8.95289668,45.60784534,"{'type': 'Point', 'coordinates': [8.95289668, 45.60784534]}",8,
9090,Precipitazione,mm,1210,Ranzanico,486,BG,2004-01-01T00:00:00.000,N,5070741,572525,9.93304210,45.78641993,"{'type': 'Point', 'coordinates': [9.9330421, 45.78641993]}",1,
8021,Precipitazione,mm,846,Edolo Pantano d`Avio,2108,BS,1993-05-01T00:00:00.000,N,5114768,613679,10.47282844,46.17700799,"{'type': 'Point', 'coordinates': [10.47282844, 46.17700799]}",7,
6044,Direzione Vento,°,502,Milano v.Juvara,122,MI,1999-01-01T00:00:00.000,N,5035546,517377,9.22231536,45.47322769,"{'type': 'Point', 'coordinates': [9.22231536, 45.47322769]}",8,
19045,Velocità Vento,m/s,687,Ferno v.Di Dio,215,VA,2013-11-11T00:00:00.000,N,5051773,481053,8.75697656,45.61924753,"{'type': 'Point', 'coordinates': [8.75697656, 45.61924753]}",3,
