idsensore,date,value
20429,2018-01-01T00:00:00.000,42.5
20429,2018-01-02T00:00:00.000,37.4
20429,2018-01-03T00:00:00.000,47.9
20429,2018-01-04T00:00:00.000,37.8
20429,2018-01-05T00:00:00.000,71.6
20429,2018-01-06T00:00:00.000,49.8
20429,2018-01-07T00:00:00.000,52.2
20429,2018-01-08T00:00:00.000,40.5
20429,2018-01-09T00:00:00.000,30.1
20429,2018-01-10T00:00:00.000,38.0
20429,2018-01-11T00:00:00.000,54.5
20429,2018-01-12T00:00:00.000,59.1
20429,2018-01-13T00:00:00.000,55.4
20429,2018-01-14T00:00:00.000,63.8
20429,2018-01-15T00:00:00.000,71.9
20429,2018-01-16T00:00:00.000,57.9
20429,2018-01-17T00:00:00.000,57.1
20429,2018-01-18T00:00:00.000,56.1
20429,2018-01-19T00:00:00.000,56.1
20429,2018-01-20T00:00:00.000,72.5
20429,2018-01-21T00:00:00.000,24.7
20429,2018-01-22T00:00:00.000,46.1
20429,2018-01-23T00:00:00.000,88.8
20429,2018-01-24T00:00:00.000,77.2
20429,2018-01-25T00:00:00.000,92.0
20429,2018-01-26T00:00:00.000,99.3
20429,2018-01-27T00:00:00.000,54.7
20429,2018-01-28T00:00:00.000,47.4
20429,2018-01-29T00:00:00.000,61.5
20429,2018-01-30T00:00:00.000,63.5
20429,2018-01-31T00:00:00.000,60.9
20429,2018-02-01T00:00:00.000,38.3
20429,2018-02-02T00:00:00.000,39.1
20429,2018-02-03T00:00:00.000,35.2
20429,2018-02-04T00:00:00.000,35.1
20429,2018-02-05T00:00:00.000,30.6
20429,2018-02-06T00:00:00.000,31.3
20429,2018-02-07T00:00:00.000,28.0
20429,2018-02-08T00:00:00.000,51.7
20429,2018-02-09T00:00:00.000,38.6
20429,2018-02-10T00:00:00.000,38.1
20429,2018-02-11T00:00:00.000,62.3
20429,2018-02-12T00:00:00.000,65.1
20429,2018-02-13T00:00:00.000,26.2
20429,2018-02-14T00:00:00.000,46.7
20429,2018-02-15T00:00:00.000,65.6
20429,2018-02-16T00:00:00.000,89.5
20429,2018-02-17T00:00:00.000,99.2
20429,2018-02-18T00:00:00.000,70.9
20429,2018-02-19T00:00:00.000,34.5
20429,2018-02-20T00:00:00.000,54.0
20429,2018-02-21T00:00:00.000,54.7
20429,2018-02-22T00:00:00.000,42.7
20429,2018-02-23T00:00:00.000,32.8
20429,2018-02-24T00:00:00.000,38.5
20429,2018-02-25T00:00:00.000,33.8
20429,2018-02-26T00:00:00.000,34.2
20429,2018-02-27T00:00:00.000,36.6
20429,2018-02-28T00:00:00.000,58.4
20429,2018-03-01T00:00:00.000,66.7
20429,2018-03-02T00:00:00.000,77.5
20429,2018-03-03T00:00:00.000,53.7
20429,2018-03-04T00:00:00.000,44.4
20429,2018-03-05T00:00:00.000,58.3
20429,2018-03-06T00:00:00.000,57.4
20429,2018-03-07T00:00:00.000,49.9
20429,2018-03-08T00:00:00.000,43.7
20429,2018-03-09T00:00:00.000,46.9
20429,2018-03-10T00:00:00.000,26.5
20429,2018-03-11T00:00:00.000,21.4
20429,2018-03-12T00:00:00.000,28.7
20429,2018-03-13T00:00:00.000,40.3
20429,2018-03-14T00:00:00.000,33.4
20429,2018-03-15T00:00:00.000,35.7
20429,2018-03-16T00:00:00.000,18.5
20429,2018-03-17T00:00:00.000,24.7
20429,2018-03-18T00:00:00.000,9.8
20429,2018-03-19T00:00:00.000,17.6
20429,2018-03-20T00:00:00.000,30.7
20429,2018-03-21T00:00:00.000,28.0
20429,2018-03-22T00:00:00.000,34.9
20429,2018-03-23T00:00:00.000,55.6
20429,2018-03-24T00:00:00.000,37.9
20429,2018-03-25T00:00:00.000,30.0
20429,2018-03-26T00:00:00.000,57.5
20429,2018-03-27T00:00:00.000,61.4
20429,2018-03-28T00:00:00.000,50.6
