date,value,Wind,Rain,Temp,Humidity,value_dayb
2016-12-22,10.8,0.7229,0.2,6.9777,92.8601,11.025
2016-12-23,20.8304,0.8776,0.2,6.6265,90.3403,10.8
2016-12-24,16.1,1.0387,0.0,6.421,76.0833,20.8304
2016-12-25,24.1375,0.7881,0.0,7.1091,73.7639,16.1
2016-12-26,22.675,1.0804,0.0,8.4522,75.0139,24.1375
2016-12-27,18.1875,2.0738,0.0,14.3299,37.1889,22.675
2016-12-28,14.7708,1.4216,0.0,9.2811,45.0208,18.1875
2016-12-29,18.1083,2.1125,0.0,6.4075,64.0972,14.7708
2016-12-30,19.8667,1.0735,0.0,4.8003,73.3819,18.1083
2016-12-31,21.8083,0.9785,0.0,3.7862,79.2153,19.8667
2017-01-01,29.1,0.931,0.0,4.2362,73.9514,21.8083
2017-01-04,23.5348,2.1322,0.0,5.669,64.5347,29.1
2017-01-05,47.8958,4.2007,0.0,6.4423,26.1389,23.5348
2017-01-06,35.5625,1.9272,0.0,2.926,23.9514,47.8958
2017-01-07,25.5125,1.5406,0.0,1.2728,42.9722,35.5625
2017-01-08,30.1167,1.6423,0.0,1.3069,54.0,25.5125
2017-01-09,23.0583,1.5724,0.0,2.6858,60.2708,30.1167
2017-01-10,18.8125,2.0124,0.0,0.6524,70.7014,23.0583
2017-01-11,17.7375,1.9471,0.0,0.3547,60.8958,18.8125
2017-01-12,9.0583,1.9833,0.0,1.2926,75.4792,17.7375
2017-01-13,13.2958,2.7832,3.6,4.2392,72.2986,9.0583
2017-01-14,15.6167,2.2568,0.0,4.8258,41.6597,13.2958
2017-01-15,18.4875,1.5473,0.0,4.8,43.3194,15.6167
2017-01-16,11.4167,1.0892,0.0,3.2793,32.1806,18.4875
2017-01-17,10.7167,1.2707,0.0,3.9928,26.8889,11.4167
2017-01-18,12.8583,1.0373,0.0,3.8379,42.6319,10.7167
2017-01-19,13.6375,1.1328,0.0,4.4672,46.1875,12.8583
2017-01-20,12.6958,0.9067,0.0,3.8909,54.9861,13.6375
2017-01-21,14.6583,0.9059,0.0,4.1986,56.1736,12.6958
2017-01-22,18.7042,1.0296,0.0,5.1265,51.1667,14.6583
2017-01-23,10.675,0.8872,0.0,5.6628,48.7778,18.7042
2017-01-24,14.2208,0.8094,0.0,6.472,48.8472,10.675
2017-01-25,14.575,1.5854,0.0,5.7983,46.7847,14.2208
2017-01-26,14.2875,2.1076,0.0,3.1835,57.0139,14.575
2017-01-27,13.4958,1.2447,0.0,3.5491,59.1528,14.2875
2017-01-28,4.0333,1.359,0.0,3.2022,69.1944,13.4958
2017-01-29,3.7458,0.9234,0.0,4.0349,76.625,4.0333
2017-01-30,1.5167,0.9223,0.0,4.7148,74.5,3.7458
2017-01-31,1.2,0.9861,0.0,4.5941,87.2569,1.5167
2017-02-01,1.2333,0.9233,1.8,5.2733,90.9236,1.2
2017-02-02,1.25,1.2975,6.4,5.9626,96.3681,1.2333
2017-02-03,0.9875,1.536,19.2,6.5448,95.9167,1.25
2017-02-04,1.0208,1.5844,5.6,6.5319,95.25,0.9875
2017-02-05,1.8875,1.6976,18.4,4.079,96.7708,1.0208
2017-02-06,2.3208,1.2612,0.8,6.462,89.1944,1.8875
2017-02-07,3.6375,1.3012,0.0,9.2804,75.3611,2.3208
2017-02-08,2.8,2.3079,0.0,7.0507,77.7708,3.6375
2017-02-09,17.1042,1.6825,0.0,5.8433,61.1875,2.8
2017-02-10,5.4208,1.8838,4.8,4.3114,81.2639,17.1042
2017-02-11,1.2583,0.8892,0.6,5.4805,85.1319,5.4208
2017-02-12,1.1167,1.0094,0.0,7.2151,85.5139,1.2583
2017-02-13,1.7625,1.6526,0.0,6.1997,88.3403,1.1167
2017-02-14,11.0208,1.3874,0.0,8.9165,63.6111,1.7625
2017-02-15,7.3208,1.0851,0.0,9.1717,72.8819,11.0208
2017-02-16,6.3875,0.8517,0.0,10.7192,66.5417,7.3208
2017-02-17,15.8917,1.1665,0.0,11.1159,73.3264,6.3875
2017-02-18,8.7667,1.673,0.0,7.3048,84.5694,15.8917
2017-02-19,9.275,1.1213,0.0,6.8207,85.2778,8.7667
2017-02-20,2.4333,1.0674,0.0,5.3297,90.6806,9.275
2017-02-21,10.7667,1.6794,0.0,7.6844,81.2083,2.4333
2017-02-22,0.8,1.4288,0.0,7.5212,86.8194,10.7667
2017-03-05,33.7739,1.6153,0.0,10.7914,64.3889,0.8
2017-03-06,13.1167,1.2601,0.6,9.8571,68.7246,33.7739
2017-03-07,40.3875,3.5405,0.2,12.1535,30.4493,13.1167
2017-03-08,36.9958,1.0388,0.0,12.4308,26.0139,40.3875
2017-03-09,24.9167,1.1032,0.0,13.92,35.1875,36.9958
2017-03-10,32.1042,2.4356,0.0,16.3451,26.3958,24.9167
2017-03-11,47.8458,2.2327,0.0,13.0199,27.2569,32.1042
2017-03-12,53.6042,1.9126,0.0,12.166,33.6736,47.8458
2017-03-13,49.275,1.6219,0.0,11.3158,46.2431,53.6042
2017-03-14,36.2917,0.8843,0.0,13.9357,45.0417,49.275
2017-03-15,32.6292,1.8131,0.0,14.5511,45.4028,36.2917
2017-03-16,41.1208,0.9499,0.0,14.9242,48.5,32.6292
2017-03-17,48.0958,1.4658,0.0,15.4187,52.5694,41.1208
2017-03-18,71.925,2.7676,0.0,14.6536,64.5208,48.0958
2017-03-19,56.7958,2.314,0.0,15.2362,66.6806,71.925
2017-03-20,49.7792,1.3703,0.0,15.1639,66.7153,56.7958
2017-03-21,26.8208,1.9895,0.0,14.7124,72.9722,49.7792
2017-03-22,30.3792,3.2419,0.0,12.8806,84.4861,26.8208
2017-03-23,25.975,2.7749,2.2,12.4404,87.4931,30.3792
2017-03-24,16.0958,1.4755,1.6,13.2124,79.2569,25.975
2017-03-25,31.7625,1.3877,9.4,14.5901,77.8333,16.0958
2017-03-26,68.3167,2.1039,8.8,11.7442,76.7986,31.7625
2017-03-27,49.5583,1.6405,0.0,12.4113,53.3805,68.3167
2017-03-28,32.5958,0.8593,0.0,14.8632,48.1042,49.5583
2017-03-29,26.7542,0.8132,0.0,17.6826,44.3264,32.5958
2017-03-30,32.9667,0.8956,0.0,19.1167,41.4514,26.7542
2017-03-31,43.1727,1.157,0.0,19.1271,42.3611,32.9667
2017-04-01,69.7292,1.7457,3.4,17.0241,46.0069,43.1727
2017-04-02,61.85,1.615,0.0,15.1288,64.5208,69.7292
2017-04-03,49.1292,1.5754,0.0,18.0173,48.9722,61.85
2017-04-04,43.0833,1.4792,1.2,17.8969,41.7431,49.1292
2017-04-05,63.65,1.9536,0.8,14.1126,69.6597,43.0833
2017-04-06,42.4417,1.4059,0.0,15.9678,53.5764,63.65
2017-04-07,44.475,1.8833,0.0,15.3262,60.0694,42.4417
2017-04-08,45.7833,1.4528,0.0,17.1025,54.4931,44.475
2017-04-09,66.6917,1.5424,0.0,18.4707,53.8056,45.7833
2017-04-10,63.3042,1.4787,0.0,19.8772,47.6458,66.6917
2017-04-11,70.225,1.4653,0.0,19.5253,51.1944,63.3042
2017-04-12,60.8875,1.7941,3.6,18.4155,55.8611,70.225
2017-04-13,73.2458,2.3986,0.0,18.6516,57.5903,60.8875
2017-04-14,77.1958,1.4842,0.0,17.98,58.1736,73.2458
2017-04-15,81.3917,1.5076,0.0,17.9765,59.9097,77.1958
2017-04-16,66.9333,1.8985,0.0,18.9905,42.4306,81.3917
2017-04-17,74.1667,2.1817,0.0,15.3292,51.4583,66.9333
2017-04-18,61.6875,3.3509,0.0,13.052,37.0903,74.1667
2017-04-19,69.3083,3.1331,0.0,11.7522,15.2361,61.6875
2017-04-20,60.5917,1.8116,0.0,12.7658,16.5833,69.3083
2017-04-21,66.1087,1.7108,0.0,12.9947,24.4514,60.5917
2017-04-22,84.2667,1.5942,0.0,15.2827,45.5278,66.1087
2017-04-23,90.9625,1.7311,0.0,16.5288,57.2778,84.2667
2017-04-24,76.3667,1.9483,0.0,14.7469,64.1458,90.9625
2017-04-25,65.4458,1.649,0.0,15.6603,65.8403,76.3667
2017-04-26,40.35,2.5494,44.8,12.3767,86.4792,65.4458
2017-04-27,28.7458,1.3824,16.0,12.5912,91.4236,40.35
2017-04-28,54.0333,2.9885,3.6,12.6074,52.4444,28.7458
2017-04-29,60.8542,1.3196,0.0,13.8475,35.9097,54.0333
2017-04-30,83.1917,1.7649,0.0,14.9168,42.7083,60.8542
2017-05-01,67.7208,2.4863,20.0,10.7803,71.9167,83.1917
2017-05-02,45.6208,1.4942,17.0,11.6697,71.8819,67.7208
2017-05-03,46.1875,1.5099,5.0,11.8525,79.8819,45.6208
2017-05-04,48.625,1.0932,3.4,12.7206,78.3333,46.1875
2017-05-05,38.7318,1.0173,0.0,16.1347,60.5,48.625
2017-05-06,40.5333,2.1686,7.2,14.2283,72.7153,38.7318
2017-05-07,37.7583,1.1785,0.0,13.781,79.9722,40.5333
2017-05-08,34.1125,1.1537,0.0,17.7478,60.2986,37.7583
2017-05-09,59.7167,2.2108,1.8,17.4562,59.0,34.1125
2017-05-10,57.9542,2.6894,0.0,15.5676,68.8056,59.7167
2017-05-11,47.9542,2.4907,12.0,14.9286,78.0208,57.9542
2017-05-12,37.3833,1.2267,0.6,16.8044,79.7292,47.9542
2017-05-13,58.9208,1.5644,0.0,18.6606,65.3403,37.3833
2017-05-14,64.0375,1.5676,0.0,20.0925,64.3125,58.9208
2017-05-15,58.5083,1.8869,0.0,21.1121,55.7917,64.0375
2017-05-16,62.0619,1.2966,0.0,22.9433,44.6806,58.5083
2017-05-17,70.875,1.6777,0.0,23.8858,43.9583,62.0619
2017-05-18,70.1458,2.6057,0.0,23.0238,43.9375,70.875
2017-05-19,47.9,2.7762,3.6,18.9128,64.7222,70.1458
2017-05-20,51.5042,1.8227,0.0,18.9784,53.4306,47.9
2017-05-21,58.0292,1.0544,0.0,21.3894,40.75,51.5042
2017-05-22,61.675,1.2308,0.0,23.2141,37.4306,58.0292
2017-05-23,72.1,1.5034,0.0,24.4324,39.4444,61.675
