Metrics,C6H6,NO2,PM10,PM25,O3
Test MAE,0.28420212043296367,5.309499959212949,1.1343365291729453,2.259097893541151,3.9299699760032096
Test RMSE,0.40502920407697224,7.0435734681759286,2.5787729942163793,3.112098871448821,6.763149923293051
Test R2,0.8416316863603369,0.869425643190205,0.9693795022212817,0.9365760487462237,0.9594057275061055
Train MAE,0.19733423591618857,3.8836070781540912,0.8455113925816791,1.5741136273680523,3.1310442388464903
Train RMSE,0.27329786261551575,5.094777035594487,1.9311784600231592,2.1835482900391145,4.868185128250737
Train R2,0.9116449307341388,0.9148290464141768,0.9781333751906268,0.9636974088719655,0.9776242676730627
