Model,Test MAE,Test RMSE,Test R2,Train MAE,Train RMSE,Train R2
Random Forest,0.24394725209616674,0.3417119021996849,0.8833162763038359,0.1680478026602561,0.22533269049204904,0.9488542575195565
Gradient Boosting,0.22994778041875,0.3280347155891452,0.892469990948196,0.03635139323289043,0.047966210345185355,0.9976824351340894
Ridge Regression,0.2983592771862343,0.3936241019660378,0.8451705989260638,0.3020473801665342,0.4057048671906049,0.8342011480719346
Support Vector Machine,0.25219835818317793,0.34714881386929697,0.8795736732789443,0.19408368914225002,0.2832616581269626,0.9191766831386747
