Model,Test MAE,Test RMSE,Test R2,Train MAE,Train RMSE,Train R2
Random Forest,3.282966467074102,5.92010085231843,0.9668534233627677,2.29651669993289,3.388605717001052,0.9894114801744538
Gradient Boosting,3.0016973847997925,5.695794640051841,0.9693176149390907,1.6335652305743402,2.383791295387194,0.9947600199339924
Ridge Regression,3.9828277370402962,6.691550179242995,0.9576518981493967,3.701334601871135,5.34380424330777,0.9736673688029317
Support Vector Machine,3.1040931308173896,5.896090881450801,0.9671217412547845,2.5623085025191137,4.377297842097105,0.9823312684700253
