Model,Test MAE,Test RMSE,Test R2,Train MAE,Train RMSE,Train R2
Random Forest,0.7948063396642467,1.9375908754892548,0.9802134817294021,0.4919926209426956,1.169284042279674,0.9924016728253978
Gradient Boosting,0.7546147551998622,1.8463696371216012,0.982032712439037,0.45378961534719725,1.099694118069202,0.9932791879762255
Ridge Regression,0.9577433278401766,1.9844923516559492,0.9792439801158671,0.8635434183822994,1.8756405618600727,0.980448630816424
Support Vector Machine,0.8880801734248682,2.0149088585767263,0.9786028450502936,0.7903119712754625,1.8960720356161822,0.9800203622193123
