date,value,Wind,Rain,Temp,Humidity
2016-11-27,39.0,1.0129,0.0,9.759,88.2778
2016-11-28,20.0,1.4938,0.0,9.1897,85.5278
2016-11-29,12.0,1.7128,0.0,5.9944,50.6111
2016-11-30,27.0,1.2034,0.0,5.1515,64.5764
2016-12-01,31.0,1.6065,0.0,8.1547,58.125
2016-12-02,29.0,2.1817,0.0,10.3727,67.125
2016-12-03,49.0,0.9147,0.0,8.09,71.5278
2016-12-04,56.0,0.8971,0.0,8.3907,76.1806
2016-12-05,65.0,0.8831,0.0,7.2239,87.5972
2016-12-06,74.0,0.781,0.0,7.5042,82.0972
2016-12-07,73.0,0.7189,0.0,5.5585,81.6806
2016-12-08,76.0,0.8704,0.0,4.2674,79.8958
2016-12-09,56.0,0.7813,0.0,2.4503,90.0278
2016-12-10,65.0,0.9478,0.0,2.8715,88.1319
2016-12-11,58.0,1.0021,0.0,4.1903,86.4444
2016-12-12,69.0,0.859,0.0,3.4469,92.0486
2016-12-13,63.0,1.1306,0.0,3.5241,90.2014
2016-12-14,49.0,1.2105,0.0,2.7539,94.1042
2016-12-15,71.0,0.8857,0.0,2.4498,92.4375
2016-12-16,58.0,0.7026,0.0,4.1381,90.1319
2016-12-17,63.0,0.886,0.0,2.8189,91.0208
2016-12-18,50.0,0.873,0.0,1.1282,90.0
2016-12-19,41.0,0.9599,0.0,2.8342,84.7222
2016-12-20,27.0,1.1939,2.2,6.8,79.3217
2016-12-21,30.0,1.1531,0.0,8.5612,86.3819
2016-12-22,51.0,0.8563,0.0,7.0253,90.3403
2016-12-23,78.0,0.8018,0.0,6.8819,85.1528
2016-12-24,47.0,0.8331,0.0,7.0721,74.9722
2016-12-25,71.0,0.7006,0.0,6.6969,75.8958
2016-12-26,78.0,1.1251,0.0,8.7594,73.8125
2016-12-27,27.0,2.6206,0.0,14.6394,30.7014
2016-12-28,37.0,1.2554,0.0,9.4739,45.875
2016-12-29,25.0,1.7644,0.0,6.6953,62.8403
2016-12-30,55.0,1.0403,0.0,4.8746,71.2222
2016-12-31,65.0,0.8106,0.0,4.2821,75.5069
2017-01-01,126.0,0.7115,0.0,4.7341,72.0208
2017-01-02,61.0,0.7957,0.0,5.0095,69.2569
2017-01-03,67.0,0.9575,0.0,5.2717,73.4306
2017-01-04,52.0,1.9358,0.0,6.3209,63.3681
2017-01-05,13.0,4.4026,0.0,6.5414,29.0694
2017-01-06,21.0,2.0037,0.0,2.4941,29.1944
2017-01-07,32.0,1.3519,0.0,1.7017,45.7431
2017-01-08,29.0,1.0306,0.0,1.7497,54.0347
2017-01-09,72.0,1.1288,0.0,3.1513,57.7083
2017-01-10,56.0,1.3781,0.0,0.9914,68.1319
2017-01-11,25.0,1.4359,0.0,0.4363,60.0556
2017-01-12,43.0,1.5119,1.2,1.4182,71.8194
2017-01-13,35.0,2.8311,2.0,3.2955,70.3333
2017-01-14,15.0,2.2424,0.0,5.3842,41.5694
2017-01-17,38.0,1.2859,0.0,4.048,30.8889
2017-01-18,58.0,0.9624,0.0,4.1338,42.7083
2017-01-19,47.0,0.9156,0.0,4.394,47.7569
2017-01-20,52.0,0.8027,0.0,3.9456,53.9653
2017-01-21,80.0,0.9965,0.0,3.7913,56.9444
2017-01-22,57.0,0.8028,0.0,5.2787,51.7083
2017-01-23,55.0,0.9381,0.0,5.6548,49.6389
2017-01-25,46.0,1.2165,0.0,5.6164,48.4375
2017-01-26,52.0,1.3909,0.0,3.4788,55.4097
2017-01-27,57.0,1.0824,0.0,3.8355,56.6806
2017-01-28,77.0,1.1951,0.0,3.2171,66.4514
2017-01-29,107.0,0.8528,0.0,3.6474,74.0208
2017-01-30,135.0,1.049,0.0,4.5314,72.6319
2017-01-31,123.0,1.0263,0.0,4.1038,86.6736
2017-02-01,108.0,0.8288,1.6,5.3572,89.5833
2017-02-02,98.0,0.7696,5.8,5.9668,96.1562
2017-02-03,29.0,1.1732,16.4,6.5277,96.0556
2017-02-04,30.0,1.3015,5.6,6.6443,94.0463
2017-02-05,44.0,1.6077,18.0,4.1483,96.0886
2017-02-06,34.0,1.1578,1.4,6.4944,86.191
2017-02-07,32.0,1.338,0.0,9.0835,77.0069
2017-02-09,32.0,1.4138,0.0,6.0566,62.7431
2017-02-10,31.0,1.5465,5.6,4.4578,78.3194
2017-02-11,46.0,0.7022,0.2,5.6967,81.2986
2017-02-12,49.0,0.9376,0.2,7.1944,84.7014
2017-02-13,40.0,1.164,0.0,6.3494,86.1528
2017-02-14,37.0,1.158,0.0,9.3567,63.1944
2017-02-15,43.0,0.949,0.0,9.6883,69.8819
2017-02-16,51.0,0.9662,0.0,10.8442,65.1458
2017-02-17,39.0,1.2312,0.0,11.366,70.3333
2017-02-18,72.0,1.3608,0.0,7.274,81.1319
2017-02-19,61.0,1.0585,0.0,7.1045,81.9722
2017-02-20,55.0,0.8672,0.0,5.8616,84.3056
2017-02-21,43.0,1.3199,0.0,8.4192,76.4792
2017-02-22,70.0,1.1817,0.0,7.3545,84.3819
2017-02-23,55.0,0.7914,0.0,6.641,88.1181
2017-02-24,75.0,1.281,0.6,9.7846,86.5486
2017-02-25,19.0,1.3435,0.0,9.9947,62.1597
2017-02-26,39.0,1.1949,0.0,9.6151,53.9861
2017-02-27,36.0,1.3929,6.4,8.7744,63.3681
2017-02-28,39.0,1.6381,5.2,8.2621,85.5128
2017-03-01,20.0,1.8966,0.0,11.8285,46.1181
2017-03-02,27.0,1.21,0.0,11.6635,56.7639
2017-03-03,34.0,1.3226,2.4,9.4754,78.6875
2017-03-04,23.0,2.0358,5.8,9.4805,90.3333
2017-03-05,11.0,1.664,0.0,10.8283,66.0
2017-03-06,28.0,1.149,0.6,9.4544,70.625
2017-03-07,20.0,3.3778,0.0,12.3533,34.0909
2017-03-08,20.0,1.4265,0.0,12.034,30.0486
2017-03-09,36.0,1.083,0.0,13.5156,37.9028
2017-03-10,27.0,2.5187,0.0,16.4207,28.1667
2017-03-11,18.0,1.6216,0.0,12.9913,29.9375
2017-03-12,22.0,1.2763,0.0,12.1764,36.1528
2017-03-13,23.0,1.4152,0.0,11.3041,46.2986
2017-03-15,59.0,1.2264,0.0,14.4175,45.8264
2017-03-16,83.0,0.8959,0.0,14.5067,49.2153
2017-03-17,78.0,1.6414,0.0,14.9485,52.9371
2017-03-18,26.0,2.845,0.0,14.8665,61.6944
2017-03-19,30.0,2.0115,0.0,15.1848,64.7431
2017-03-21,66.0,1.2542,0.0,14.7037,70.1528
2017-03-25,40.0,1.2862,6.8,14.7133,75.7986
2017-03-26,6.0,1.6558,7.6,11.7256,79.8043
2017-03-31,43.0,1.1899,0.0,18.7215,43.9514
2017-04-01,29.0,1.5361,1.6,17.17,44.9097
2017-04-03,29.0,1.6072,0.0,18.0542,49.0903
2017-04-04,33.0,1.1816,0.4,17.7155,42.4792
2017-04-06,31.0,1.5072,0.0,15.5738,53.8264
2017-04-08,41.0,1.2653,0.0,16.6222,55.1458
2017-04-09,45.0,1.2194,0.0,18.0276,53.4931
2017-04-10,35.0,1.4189,0.0,19.4558,48.0833
2017-04-11,31.0,1.5608,0.0,19.22,49.6389
2017-04-12,26.0,1.654,0.0,18.414,53.3542
2017-04-13,26.0,2.6491,0.0,18.5809,54.8542
2017-04-14,23.0,1.5928,0.0,17.8072,55.9167
2017-04-15,22.0,1.4031,0.0,17.656,58.0208
2017-04-17,16.0,1.9044,0.0,15.3727,49.375
2017-04-18,22.0,3.2128,0.0,12.9562,38.0833
2017-04-20,17.0,1.8833,0.0,12.3697,20.125
2017-04-21,19.0,1.7972,0.0,12.7106,26.625
2017-04-22,18.0,1.7871,0.0,14.9641,44.1875
2017-04-23,11.0,1.991,0.0,16.2981,55.2014
2017-04-24,16.0,1.3349,0.0,15.1706,59.8194
2017-04-25,24.0,1.2218,0.0,15.9002,62.9722
2017-04-26,15.0,1.8363,35.4,12.3734,85.2893
2017-04-27,15.0,1.1685,9.8,12.4675,76.4085
2017-04-28,4.0,2.7812,9.4,12.6084,58.0347
2017-04-29,14.0,1.129,0.0,13.558,39.6111
2017-04-30,15.0,1.537,0.0,14.9603,44.5417
2017-05-01,17.0,2.0099,20.6,10.7712,72.8333
2017-05-02,11.0,1.381,13.0,11.7438,74.75
2017-05-03,8.0,1.1578,6.8,11.978,74.0152
2017-05-04,18.0,0.9698,3.4,12.7761,77.4603
2017-05-05,15.0,1.2583,0.2,15.7898,63.4861
2017-05-06,17.0,1.819,6.0,14.1562,74.0764
2017-05-07,15.0,1.4315,0.2,13.5916,78.9653
2017-05-08,10.0,1.3847,0.0,17.4135,61.1181
2017-05-09,8.0,1.9316,1.2,17.34,59.4167
2017-05-10,14.0,1.6886,0.0,15.6575,67.0694
2017-05-11,19.0,1.6121,5.0,15.1872,76.9861
2017-05-12,12.0,1.4298,0.0,16.7781,78.2083
2017-05-13,9.0,1.9165,0.0,18.6115,64.0347
2017-05-14,9.0,1.819,0.0,19.876,63.0278
2017-05-15,11.0,1.4119,0.0,21.0251,55.7153
2017-05-16,11.0,1.3778,0.0,22.6435,45.9583
2017-05-17,17.0,1.3705,0.0,23.4275,45.5
2017-05-18,16.0,1.5994,11.0,23.2891,43.0833
2017-05-19,14.0,2.0724,3.0,19.1425,61.6389
2017-05-20,7.0,1.3041,1.4,19.1492,51.5694
2017-05-21,9.0,1.1315,0.0,21.0867,42.1319
2017-05-22,13.0,1.3869,0.0,22.6453,37.8681
2017-05-23,14.0,1.6424,0.0,24.1932,38.1736
2017-05-24,16.0,1.5397,0.0,25.7667,38.7778
2017-05-25,16.0,1.6642,0.0,23.3853,49.6458
2017-05-26,11.0,1.5247,0.0,23.2152,39.4931
2017-05-27,15.0,1.4009,0.0,24.5974,39.8889
2017-05-28,16.0,1.6458,0.0,25.8252,39.3611
2017-05-29,17.0,1.7958,0.0,26.3201,39.3542
2017-05-30,19.0,1.8975,0.0,26.4917,36.5556
2017-05-31,14.0,2.4158,0.0,25.4881,34.9653
2017-06-01,16.0,2.1195,0.0,24.8652,37.0208
2017-06-02,11.0,2.114,0.0,24.8705,37.6667
2017-06-03,16.0,2.2626,0.0,24.5507,45.75
2017-06-04,12.0,1.8662,1.8,23.7505,55.6528
2017-06-05,13.0,2.1472,16.4,21.3596,65.9861
2017-06-06,9.0,1.5589,4.2,20.3176,68.8681
2017-06-07,10.0,1.4199,0.0,22.0307,42.2292
2017-06-08,13.0,1.7854,0.0,20.9849,46.5208
2017-06-13,19.0,1.5906,0.0,28.0858,40.7431
2017-06-14,21.0,1.4281,0.8,27.1261,48.4236
2017-06-15,19.0,1.2549,0.2,25.5214,64.6528
2017-06-16,16.0,1.6965,0.0,28.9924,44.7569
2017-06-17,17.0,2.1568,0.0,28.6029,37.0486
2017-06-18,9.0,1.9331,0.0,25.7378,38.9722
2017-06-19,13.0,1.7945,0.0,26.4534,35.9097
2017-06-20,17.0,1.9924,0.0,27.4488,37.6458
2017-06-21,15.0,2.0512,0.0,27.7688,37.5972
2017-06-22,19.0,1.8567,0.0,29.0156,43.5139
2017-06-23,19.0,2.9498,0.0,28.1694,54.8056
2017-06-24,18.0,1.9779,0.0,28.4009,54.8194
2017-06-25,11.0,1.8905,11.0,25.8535,62.0069
2017-06-26,11.0,1.6597,1.2,25.2528,62.5972
2017-06-27,14.0,1.3996,0.0,24.8685,58.4167
2017-06-28,16.0,1.8079,19.4,22.4265,71.5278
2017-06-30,9.0,1.6483,0.0,21.2199,53.7292
2017-07-01,9.0,1.6706,0.0,21.1535,52.7292
2017-07-02,9.0,1.6112,0.0,23.5303,48.7778
2017-07-03,9.0,1.5326,0.0,26.3976,38.8542
2017-07-04,11.0,1.3949,0.0,26.1333,46.5
2017-07-05,14.0,1.5254,0.0,27.4235,44.5139
2017-07-06,15.0,1.6298,0.0,28.8624,35.5833
2017-07-07,15.0,1.816,0.0,29.0665,36.1111
2017-07-08,17.0,1.3055,0.0,30.469,34.4861
2017-07-09,12.0,1.6079,0.0,28.1847,46.4375
2017-07-10,15.0,1.9675,0.8,26.7765,54.9097
2017-07-11,11.0,1.6385,0.0,25.0865,60.5139
2017-07-12,15.0,1.6212,0.0,26.2312,56.4583
2017-07-13,18.0,1.3859,0.0,28.3322,50.4861
2017-07-14,9.0,1.9952,2.0,24.596,61.2431
2017-07-15,13.0,1.4312,0.0,25.9906,45.5694
2017-07-16,8.0,1.8171,0.0,24.7898,40.3125
2017-07-17,10.0,1.6752,0.0,25.4876,33.9514
2017-07-18,14.0,1.5504,0.0,27.0438,36.1944
2017-07-19,17.0,1.8399,0.0,27.3409,37.5417
2017-07-20,16.0,1.768,0.0,26.7068,40.0139
2017-07-21,17.0,1.3519,1.2,26.5123,49.4444
2017-07-22,14.0,1.308,0.0,27.1277,47.6944
2017-07-23,15.0,1.8788,0.0,27.4365,48.6111
2017-07-24,13.0,1.723,0.0,25.0675,55.5972
2017-07-25,12.0,2.2918,0.0,25.7726,26.9306
2017-07-26,8.0,2.707,0.0,25.0822,32.1597
2017-07-28,14.0,1.4547,0.0,26.4415,47.9097
2017-07-29,14.0,1.5465,0.4,26.7675,52.9306
2017-07-30,9.0,1.4553,1.8,24.9108,63.7847
2017-08-02,13.0,1.4049,0.0,31.4178,44.7292
2017-08-03,20.0,1.3758,0.0,31.601,39.1111
2017-08-04,20.0,1.5966,0.0,31.9075,36.8958
2017-08-05,22.0,1.0698,0.0,32.0692,35.9028
2017-08-06,15.0,1.9874,13.6,29.0658,49.6875
2017-08-07,6.0,1.5906,0.0,26.697,44.6875
2017-08-08,9.0,2.0857,0.0,25.9663,48.4444
2017-08-09,12.0,1.398,0.2,26.6999,54.6875
2017-08-10,12.0,1.3352,0.0,25.3526,54.9167
2017-08-11,6.0,2.0244,3.8,20.703,54.9444
2017-08-12,4.0,1.7365,0.0,23.4948,41.6319
2017-08-13,7.0,1.2101,0.0,24.9677,37.0208
2017-08-14,7.0,1.1232,0.0,26.3131,40.0833
2017-08-15,10.0,1.2127,0.0,27.2439,40.9167
2017-08-16,14.0,1.1867,0.0,28.1641,42.9028
2017-08-17,13.0,1.501,0.0,28.553,43.5
2017-08-18,15.0,1.3795,0.2,28.7488,45.7431
2017-08-19,11.0,1.6924,5.2,26.3257,54.4306
2017-08-20,7.0,1.3416,0.2,24.1132,47.5417
2017-08-21,8.0,1.6793,0.0,24.1981,41.8611
2017-08-22,10.0,1.6907,0.0,24.4375,39.4792
2017-08-23,13.0,1.224,0.0,25.3331,44.1875
2017-08-24,15.0,1.412,0.0,26.335,45.9861
2017-08-25,16.0,1.2035,0.0,27.2894,49.4514
2017-08-26,19.0,1.0679,0.0,28.6813,47.4931
2017-08-27,17.0,1.2682,0.0,29.5486,45.8403
2017-08-28,18.0,1.2167,0.0,28.5067,47.1597
2017-08-29,11.0,1.5349,0.0,26.9079,43.5486
2017-08-30,16.0,1.5204,0.0,27.6508,41.2917
2017-08-31,14.0,1.329,0.0,26.0683,49.6944
2017-09-01,10.0,1.7574,3.2,24.0982,57.6181
2017-09-02,3.0,2.1172,12.0,16.8592,68.5625
2017-09-03,7.0,0.9205,0.0,19.8385,53.4583
2017-09-04,8.0,1.1985,0.0,21.1562,45.7431
2017-09-05,13.0,1.1472,0.0,22.7999,49.8681
2017-09-06,17.0,1.1891,0.0,23.4879,51.4306
2017-09-07,15.0,1.8092,2.4,23.2192,58.9236
2017-09-08,10.0,1.4167,0.2,20.8549,63.0278
2017-09-12,10.0,1.6778,0.0,20.6238,62.8264
2017-09-13,11.0,1.5158,0.0,19.4396,59.8889
2017-09-14,12.0,1.458,4.0,18.5699,71.3264
2017-09-15,14.0,1.1589,10.6,16.0829,62.5903
2017-09-16,4.0,1.3213,18.8,15.9608,67.7143
2017-09-18,13.0,0.8367,0.2,14.9065,77.4653
2017-09-19,13.0,0.9373,0.2,16.8154,63.375
2017-09-21,10.0,1.2356,0.0,17.9072,45.3819
2017-09-22,13.0,1.226,0.0,18.1054,57.0139
2017-09-23,13.0,1.0787,0.0,19.2569,62.1319
2017-09-24,11.0,1.4431,0.0,19.1456,65.2986
2017-09-25,13.0,1.2691,0.0,18.0705,60.8819
2017-09-26,21.0,1.2594,0.0,18.3608,59.9375
2017-09-27,27.0,1.1304,0.0,19.9574,55.1181
2017-09-28,34.0,1.0751,0.0,19.5235,61.1389
2017-09-29,30.0,1.0087,0.0,18.6273,59.5486
2017-09-30,23.0,1.3334,0.0,18.0758,55.3194
2017-10-01,20.0,1.1094,0.0,15.7001,65.5
2017-10-02,36.0,0.708,0.0,16.939,64.0208
2017-10-03,45.0,1.0128,0.0,16.791,71.7917
2017-10-04,61.0,0.9057,0.0,16.836,75.5208
2017-10-07,12.0,1.5003,0.0,16.4253,46.25
2017-10-08,12.0,1.4628,0.0,17.7856,45.7917
2017-10-09,20.0,0.9002,0.0,17.1235,56.8056
2017-10-10,30.0,1.0444,0.0,17.257,58.1319
2017-10-11,39.0,1.0455,0.0,17.316,62.4792
2017-10-12,48.0,0.7294,0.0,18.1073,61.1597
2017-10-13,48.0,0.599,0.0,18.0966,65.7361
2017-10-14,60.0,0.8504,0.0,18.2066,67.5278
2017-10-15,60.0,0.7032,0.0,18.9578,66.1042
2017-10-16,53.0,0.8241,0.0,18.6715,65.1181
2017-10-17,63.0,0.8313,0.0,17.6028,67.2014
2017-10-18,68.0,0.7573,0.0,16.9139,66.8542
2017-10-19,67.0,0.8924,0.0,13.7799,84.2153
2017-10-20,63.0,0.986,0.0,12.9494,88.0486
2017-10-21,84.0,0.8717,0.6,13.9174,82.0764
2017-10-22,48.0,1.8028,1.4,14.9319,72.8056
2017-10-23,6.0,3.1566,0.0,16.5724,32.7083
2017-10-24,26.0,1.4366,0.0,16.0322,37.3889
2017-10-25,35.0,0.7714,0.0,15.5123,49.8125
2017-10-26,55.0,0.5973,0.0,15.4735,54.9097
2017-10-27,49.0,1.7362,0.0,16.9178,55.3403
2017-10-28,54.0,1.375,0.0,14.7242,57.7847
2017-10-29,32.0,2.6734,0.0,15.1644,51.3819
2017-10-30,32.0,1.18,0.0,14.6878,60.0694
2017-10-31,16.0,1.1783,0.0,13.927,57.7292
2017-11-01,31.0,0.9229,0.0,12.6742,62.4375
2017-11-02,58.0,0.9008,0.0,12.6285,66.2847
2017-11-03,56.0,1.0006,0.0,14.3494,63.0208
2017-11-04,62.0,0.9384,0.0,13.4203,69.2847
2017-11-06,6.0,1.3066,6.2,9.3372,88.7778
2017-11-07,23.0,1.1678,0.0,9.6019,81.8125
2017-11-11,31.0,0.8339,0.0,8.1915,87.3472
2017-11-12,34.0,1.1723,5.2,7.7299,92.7222
2017-11-13,11.0,2.2606,0.2,8.0392,67.875
2017-11-14,18.0,1.242,0.2,9.0224,59.5764
2017-11-15,27.0,0.9418,0.0,8.9943,56.5417
2017-11-16,33.0,0.9252,0.0,9.9925,56.4583
2017-11-17,56.0,0.7181,0.0,9.6097,63.1736
2017-11-18,54.0,0.9727,0.0,9.4481,69.0
2017-11-19,43.0,1.0884,0.0,9.727,68.5556
2017-11-20,50.0,1.1092,0.0,8.7552,65.2986
2017-11-21,42.0,0.934,0.0,10.9053,64.9375
2017-11-22,69.0,1.1338,0.0,9.2914,74.0694
2017-11-23,69.0,0.9082,0.0,10.2333,78.1458
2017-11-24,76.0,0.7666,0.6,9.8047,84.3333
2017-11-25,50.0,0.954,6.6,8.7301,95.5069
2017-11-26,6.0,3.0467,0.0,9.3177,45.0208
2017-11-27,24.0,1.1927,0.0,5.9756,60.25
2017-11-28,34.0,1.0851,0.4,4.4098,70.3958
2017-11-29,36.0,1.2178,0.0,4.24,75.7847
2017-11-30,29.0,1.7978,1.4,6.4789,55.4931
2017-12-01,19.0,1.3894,0.0,4.7855,66.4236
2017-12-02,16.0,1.3533,0.0,5.1923,60.8056
2017-12-03,36.0,0.9838,0.0,4.1649,64.1806
2017-12-04,49.0,0.9119,0.0,3.7967,70.8056
2017-12-05,59.0,0.7789,0.0,4.2649,70.6319
2017-12-06,51.0,0.9076,0.0,7.7095,63.4861
2017-12-07,42.0,0.9714,0.0,6.8485,69.9861
2017-12-08,56.0,1.054,0.0,5.9298,75.4375
2017-12-09,6.0,3.3401,0.0,6.5684,26.3403
2017-12-10,17.0,1.0612,1.8,2.0762,54.5556
2017-12-11,27.0,0.8725,9.6,1.1947,92.3611
2017-12-12,36.0,1.0239,0.0,4.0263,87.875
2017-12-13,34.0,1.0194,0.0,4.4117,79.5833
2017-12-14,36.0,1.2156,0.0,5.3451,73.25
2017-12-15,46.0,1.503,0.0,3.652,83.8194
2017-12-16,26.0,1.6453,0.0,3.5578,81.2014
2017-12-17,20.0,1.3893,0.0,5.0477,60.2361
2017-12-19,42.0,1.2572,0.0,3.0299,60.9236
2017-12-20,61.0,1.3576,0.0,2.498,71.1458
2017-12-21,82.0,1.0278,0.0,2.8966,72.3403
2017-12-22,85.0,0.9978,0.0,3.2206,72.7847
2017-12-23,75.0,0.7363,0.0,5.6022,67.8403
2017-12-24,54.0,1.0498,0.0,7.7544,67.1597
2017-12-25,52.0,0.9465,0.0,7.977,74.7917
2017-12-26,68.0,1.0624,9.8,5.3526,92.7778
2017-12-27,26.0,1.4542,35.2,4.7749,99.6667
2017-12-28,6.0,3.0484,1.6,6.681,61.6528
2017-12-29,10.0,1.751,0.0,5.8285,35.5417
2017-12-30,13.0,1.2997,0.0,5.3141,61.1528
2017-12-31,39.0,0.8515,0.0,4.2185,76.1111
2018-01-01,33.0,1.0781,10.6,3.698,93.0347
2018-01-02,23.0,1.7372,0.0,7.2753,68.5764
2018-01-03,23.0,1.2657,0.0,6.5766,57.25
2018-01-04,22.0,1.1933,0.0,8.6169,65.4306
2018-01-05,44.0,1.0462,1.0,6.4578,80.7014
2018-01-06,39.0,0.6868,6.2,7.2994,92.9028
2018-01-07,35.0,1.1847,0.0,8.5445,94.4306
2018-01-08,16.0,1.9258,1.0,10.6326,90.2847
2018-01-09,15.0,1.8188,8.8,10.8912,89.9861
2018-01-10,21.0,1.2742,0.2,8.9815,83.9583
2018-01-11,33.0,0.8281,0.2,8.3708,85.9028
2018-01-12,30.0,0.9517,0.0,8.7833,73.6042
2018-01-13,38.0,0.9224,0.0,7.5754,73.1806
2018-01-14,40.0,0.9519,0.0,5.0549,82.3333
2018-01-15,49.0,1.0247,0.2,4.1491,87.5625
2018-01-16,41.0,1.2562,0.2,4.6828,87.4028
2018-01-18,22.0,1.4424,0.0,7.4224,49.75
2018-01-19,32.0,1.0044,0.0,7.9439,58.2639
2018-01-20,47.0,1.1553,0.0,6.0943,70.9931
2018-01-21,9.0,2.4119,0.0,8.312,56.5347
2018-01-22,25.0,1.5735,0.0,7.6517,50.5625
2018-01-23,53.0,1.0814,0.0,6.4416,68.2222
2018-01-24,51.0,0.9834,0.0,7.749,66.7222
2018-01-25,58.0,0.8297,8.6,7.0198,80.8819
2018-01-26,70.0,0.9357,5.4,6.537,91.25
2018-01-27,36.0,1.3927,2.6,7.989,89.3958
2018-01-28,29.0,0.8237,0.0,6.7914,90.1458
2018-01-29,33.0,0.8915,0.0,5.7824,92.6111
2018-01-30,23.0,0.9564,0.0,3.3537,95.4931
2018-01-31,41.0,1.1142,1.8,6.1135,94.9583
2018-02-01,26.0,1.0382,4.6,6.5208,97.8819
2018-02-02,18.0,1.2226,0.0,7.0362,87.6181
2018-02-03,17.0,1.4641,0.0,5.8306,78.0903
2018-02-04,22.0,1.4396,0.0,5.0842,72.5903
2018-02-05,18.0,1.4876,2.0,5.4342,79.3333
2018-02-06,20.0,1.1699,11.0,4.4644,87.8889
2018-02-07,19.0,1.2822,2.4,5.5738,84.3542
2018-02-08,28.0,1.2487,0.0,6.9417,79.6736
2018-02-09,21.0,1.3131,0.6,8.198,72.9097
2018-02-10,29.0,1.2443,6.8,7.4217,78.0556
2018-02-11,40.0,1.1039,0.0,6.3003,74.0347
2018-02-12,35.0,1.2063,0.0,6.0375,72.1944
2018-02-13,14.0,1.6315,0.0,4.9001,62.0486
2018-02-14,25.0,1.383,0.0,5.1147,50.7431
2018-02-15,36.0,1.2481,0.0,4.8295,56.3264
2018-02-16,61.0,1.1483,0.0,5.3753,64.2292
2018-02-17,70.0,1.3182,0.0,6.5558,64.3194
2018-02-18,39.0,1.1247,0.0,5.9003,78.4028
2018-02-19,16.0,0.9484,0.0,5.1382,70.6066
2018-02-23,20.0,1.7869,0.8,3.7464,86.1481
2018-02-24,28.0,1.1467,0.4,6.6476,77.0069
2018-02-25,16.0,2.5008,0.2,1.5195,65.6319
2018-02-26,15.0,1.6208,0.0,0.7819,49.0833
2018-02-27,22.0,1.5753,0.0,0.5394,49.5833
2018-02-28,35.0,1.4967,0.0,0.7807,50.6667
2018-03-01,51.0,1.0889,2.4,0.01,81.3056
2018-03-02,61.0,1.0539,3.8,0.9889,85.5972
2018-03-03,36.0,1.2263,6.0,1.5065,91.7847
2018-03-04,29.0,1.2092,1.4,2.2694,91.4028
2018-03-05,44.0,1.0,0.8,5.7312,86.9028
2018-03-06,44.0,1.4249,1.2,6.3208,88.0
2018-03-07,35.0,1.0975,11.0,6.8104,91.3194
2018-03-08,26.0,1.3002,0.0,9.684,66.3264
2018-03-09,20.0,1.4844,0.0,11.3501,60.9444
2018-03-10,10.0,1.1091,3.8,9.5806,86.0972
2018-03-11,17.0,1.2899,33.0,8.4994,99.7431
2018-03-12,16.0,1.0981,6.0,9.4904,89.9792
2018-03-13,24.0,1.191,0.0,12.2664,69.4792
2018-03-14,15.0,1.5739,0.0,12.7499,55.5833
2018-03-15,18.0,1.7408,16.0,8.9642,83.7569
2018-03-16,12.0,1.4081,1.8,10.9152,75.2292
2018-03-17,13.0,1.5022,17.8,8.8397,92.9931
2018-03-18,6.0,1.5288,8.8,7.1799,93.5903
2018-03-19,7.0,1.7992,0.4,4.1948,91.0903
2018-03-20,18.0,1.4572,7.6,6.1794,77.3056
2018-03-21,20.0,1.4824,1.8,6.0533,66.2917
2018-03-22,21.0,1.4983,0.0,6.9442,51.1667
2018-03-23,32.0,1.274,0.0,7.9373,55.4306
2018-03-24,24.0,1.9472,0.0,8.8688,54.9028
2018-03-25,20.0,1.3152,0.0,10.0108,48.7708
2018-03-26,38.0,1.1802,0.0,11.1978,51.6458
2018-03-27,34.0,1.3324,0.0,12.8741,46.1736
2018-03-28,31.0,1.0523,0.0,12.0992,62.5903
2018-03-29,40.0,1.4706,0.8,12.2819,74.8889
2018-03-30,25.0,1.8689,3.6,13.4121,72.3056
2018-03-31,9.0,1.7948,3.6,10.8899,71.3889
2018-04-01,6.0,2.1343,0.2,14.1964,35.5694
2018-04-02,7.0,1.5305,0.0,12.8738,47.0139
2018-04-03,10.0,1.2856,7.4,12.3982,62.1736
2018-04-04,15.0,1.4617,14.0,9.8408,96.3125
2018-04-05,20.0,1.4788,0.0,13.0447,78.8333
2018-04-06,29.0,1.3519,0.0,15.0385,63.7222
2018-04-07,32.0,1.2919,0.0,16.1708,59.3611
2018-04-08,23.0,1.5244,0.0,15.9081,53.5
2018-04-09,14.0,1.8011,14.8,12.7544,75.9931
2018-04-10,13.0,1.399,4.6,11.6783,87.1806
2018-04-11,9.0,1.5572,29.0,11.0528,85.6667
2018-04-12,9.0,2.0522,24.6,11.4206,89.3472
2018-04-13,8.0,1.286,0.2,12.2962,77.3125
2018-04-14,14.0,0.9697,0.0,15.5324,59.4653
2018-04-15,16.0,1.1329,0.0,15.1578,64.9444
2018-04-16,16.0,1.0911,0.0,18.2433,57.9577
2018-04-17,20.0,1.1644,10.4,19.7994,57.6319
2018-04-18,21.0,1.3828,0.0,20.7354,52.0625
2018-04-19,24.0,1.0788,0.0,20.7379,47.9444
2018-04-21,25.0,1.2438,0.0,22.7278,44.5069
2018-04-22,20.0,1.5517,0.0,21.9325,43.2361
2018-04-23,19.0,1.6104,0.0,21.6076,47.8403
