idsensore,date,value
10282,2010-01-01T00:00:00.000,4.6609
10282,2010-01-02T00:00:00.000,29.15
10282,2010-01-03T00:00:00.000,17.8167
10282,2010-01-04T00:00:00.000,6.4958
10282,2010-01-05T00:00:00.000,7.125
10282,2010-01-06T00:00:00.000,7.4667
10282,2010-01-07T00:00:00.000,4.9875
10282,2010-01-08T00:00:00.000,8.7583
10282,2010-01-09T00:00:00.000,4.275
10282,2010-01-10T00:00:00.000,13.8292
10282,2010-01-11T00:00:00.000,5.1875
10282,2010-01-12T00:00:00.000,5.0125
10282,2010-01-13T00:00:00.000,5.2917
10282,2010-01-14T00:00:00.000,4.5045
10282,2010-01-15T00:00:00.000,4.4708
10282,2010-01-16T00:00:00.000,3.9292
10282,2010-01-17T00:00:00.000,4.325
10282,2010-01-18T00:00:00.000,6.1708
10282,2010-01-19T00:00:00.000,21.7
10282,2010-01-25T00:00:00.000,16.1923
10282,2010-01-26T00:00:00.000,6.2917
10282,2010-01-27T00:00:00.000,10.8875
10282,2010-01-28T00:00:00.000,11.2333
10282,2010-01-29T00:00:00.000,6.6125
10282,2010-01-30T00:00:00.000,10.0958
10282,2010-01-31T00:00:00.000,32.4458
10282,2010-02-01T00:00:00.000,10.7958
10282,2010-02-02T00:00:00.000,13.9958
10282,2010-02-03T00:00:00.000,7.525
10282,2010-02-04T00:00:00.000,5.925
10282,2010-02-05T00:00:00.000,5.9
10282,2010-02-06T00:00:00.000,6.9667
10282,2010-02-07T00:00:00.000,10.4083
10282,2010-02-08T00:00:00.000,10.9562
10282,2010-02-11T00:00:00.000,24.4818
10282,2010-02-12T00:00:00.000,25.15
10282,2010-02-13T00:00:00.000,13.2739
10282,2010-02-14T00:00:00.000,16.1667
10282,2010-02-15T00:00:00.000,7.6375
10282,2010-02-16T00:00:00.000,22.5667
10282,2010-02-17T00:00:00.000,8.5917
10282,2010-02-18T00:00:00.000,21.525
10282,2010-02-19T00:00:00.000,7.8375
10282,2010-02-20T00:00:00.000,23.575
10282,2010-02-21T00:00:00.000,37.4792
10282,2010-02-22T00:00:00.000,28.3042
10282,2010-02-23T00:00:00.000,7.9667
10282,2010-02-24T00:00:00.000,9.7042
10282,2010-02-25T00:00:00.000,18.1
10282,2010-02-26T00:00:00.000,25.7875
10282,2010-02-27T00:00:00.000,30.6792
10282,2010-02-28T00:00:00.000,33.1875
10282,2010-03-01T00:00:00.000,9.8417
10282,2010-03-02T00:00:00.000,20.1708
10282,2010-03-03T00:00:00.000,15.0125
10282,2010-03-04T00:00:00.000,33.0458
10282,2010-03-05T00:00:00.000,45.2583
10282,2010-03-06T00:00:00.000,36.0375
10282,2010-03-07T00:00:00.000,58.4375
10282,2010-03-08T00:00:00.000,58.9208
10282,2010-03-09T00:00:00.000,46.1
10282,2010-03-10T00:00:00.000,20.6708
10282,2010-03-11T00:00:00.000,37.7083
10282,2010-03-12T00:00:00.000,34.1208
10282,2010-03-13T00:00:00.000,37.0542
10282,2010-03-14T00:00:00.000,49.85
10282,2010-03-15T00:00:00.000,37.365
10282,2010-03-16T00:00:00.000,27.7292
10282,2010-03-17T00:00:00.000,37.0417
10282,2010-03-18T00:00:00.000,58.875
10282,2010-03-19T00:00:00.000,58.7435
10282,2010-03-20T00:00:00.000,62.5542
10282,2010-03-21T00:00:00.000,18.987
10282,2010-03-22T00:00:00.000,8.9042
10282,2010-03-23T00:00:00.000,22.1833
10282,2010-03-24T00:00:00.000,30.5864
10282,2010-03-25T00:00:00.000,34.3042
10282,2010-03-26T00:00:00.000,34.8542
10282,2010-03-27T00:00:00.000,38.1667
10282,2010-03-28T00:00:00.000,50.2304
10282,2010-03-29T00:00:00.000,40.1083
10282,2010-03-30T00:00:00.000,27.1083
10282,2010-03-31T00:00:00.000,37.8417
10282,2010-04-01T00:00:00.000,37.7625
10282,2010-04-02T00:00:00.000,33.4875
10282,2010-04-03T00:00:00.000,26.6125
10282,2010-04-04T00:00:00.000,51.4458
10282,2010-04-05T00:00:00.000,66.5542
10282,2010-04-06T00:00:00.000,40.5478
10282,2010-04-07T00:00:00.000,52.0583
10282,2010-04-08T00:00:00.000,58.7542
10282,2010-04-09T00:00:00.000,45.0208
10282,2010-04-10T00:00:00.000,59.3917
10282,2010-04-11T00:00:00.000,77.4792
10282,2010-04-12T00:00:00.000,51.8625
10282,2010-04-13T00:00:00.000,47.5125
10282,2010-04-14T00:00:00.000,51.4917
10282,2010-04-15T00:00:00.000,64.3542
10282,2010-04-16T00:00:00.000,48.65
10282,2010-04-17T00:00:00.000,60.0708
10282,2010-04-18T00:00:00.000,65.6875
10282,2010-04-19T00:00:00.000,41.4417
10282,2010-04-20T00:00:00.000,63.875
10282,2010-04-21T00:00:00.000,83.7625
10282,2010-04-22T00:00:00.000,90.1
10282,2010-04-23T00:00:00.000,57.975
10282,2010-04-24T00:00:00.000,62.4583
10282,2010-04-25T00:00:00.000,76.2167
10282,2010-04-26T00:00:00.000,60.9042
10282,2010-04-27T00:00:00.000,49.3417
10282,2010-04-28T00:00:00.000,49.1167
10282,2010-04-29T00:00:00.000,74.9542
10282,2010-04-30T00:00:00.000,72.9417
10282,2010-05-01T00:00:00.000,92.0125
10282,2010-05-02T00:00:00.000,74.85
10282,2010-05-03T00:00:00.000,45.0542
10282,2010-05-04T00:00:00.000,28.6417
10282,2010-05-05T00:00:00.000,22.8208
10282,2010-05-06T00:00:00.000,30.5625
10282,2010-05-07T00:00:00.000,36.5333
10282,2010-05-08T00:00:00.000,65.1917
10282,2010-05-09T00:00:00.000,72.1958
10282,2010-05-10T00:00:00.000,46.875
10282,2010-05-11T00:00:00.000,45.6417
10282,2010-05-12T00:00:00.000,47.3
10282,2010-05-13T00:00:00.000,54.3833
10282,2010-05-14T00:00:00.000,47.0875
10282,2010-05-15T00:00:00.000,50.0583
10282,2010-05-16T00:00:00.000,76.0917
10282,2010-05-17T00:00:00.000,75.7875
10282,2010-05-18T00:00:00.000,71.7
10282,2010-05-19T00:00:00.000,71.8583
10282,2010-05-20T00:00:00.000,71.7917
10282,2010-05-21T00:00:00.000,66.1542
10282,2010-05-22T00:00:00.000,82.175
10282,2010-05-23T00:00:00.000,107.0292
