idsensore,data,valore
6179,2011-01-01,77.7391304347826087
6179,2011-01-02,79.6666666666666667
6179,2011-01-03,65.8333333333333333
6179,2011-01-04,58.7500000000000000
6179,2011-01-05,63.6666666666666667
6179,2011-01-06,72.5000000000000000
6179,2011-01-07,94.0833333333333333
6179,2011-01-08,93.8333333333333333
6179,2011-01-09,93.8750000000000000
6179,2011-01-10,95.2500000000000000
6179,2011-01-11,91.9166666666666667
6179,2011-01-12,91.1666666666666667
6179,2011-01-13,89.2083333333333333
6179,2011-01-14,96.4583333333333333
6179,2011-01-15,96.2083333333333333
6179,2011-01-16,94.4583333333333333
6179,2011-01-17,89.1666666666666667
6179,2011-01-18,92.8750000000000000
6179,2011-01-19,94.0833333333333333
6179,2011-01-20,84.6666666666666667
6179,2011-01-21,66.1250000000000000
6179,2011-01-22,57.7083333333333333
6179,2011-01-23,56.9166666666666667
6179,2011-01-24,58.7083333333333333
6179,2011-01-25,70.6666666666666667
6179,2011-01-26,69.9583333333333333
6179,2011-01-27,72.2083333333333333
6179,2011-01-28,65.2083333333333333
6179,2011-01-29,55.6250000000000000
6179,2011-01-30,81.0833333333333333
6179,2011-01-31,82.7916666666666667
6179,2011-02-01,86.2916666666666667
6179,2011-02-02,87.7916666666666667
6179,2011-02-03,78.5833333333333333
6179,2011-02-04,66.2500000000000000
6179,2011-02-05,61.1666666666666667
6179,2011-02-06,61.3750000000000000
6179,2011-02-07,61.2916666666666667
6179,2011-02-08,65.1250000000000000
6179,2011-02-09,69.5416666666666667
6179,2011-02-10,67.5000000000000000
6179,2011-02-11,66.7083333333333333
6179,2011-02-12,66.0000000000000000
6179,2011-02-13,81.2083333333333333
6179,2011-02-14,85.5416666666666667
6179,2011-02-15,94.3750000000000000
6179,2011-02-16,90.6666666666666667
6179,2011-02-17,85.5833333333333333
6179,2011-02-18,72.8333333333333333
6179,2011-02-19,66.1250000000000000
6179,2011-02-20,80.5416666666666667
6179,2011-02-21,79.2916666666666667
6179,2011-02-22,71.3333333333333333
6179,2011-02-23,65.8750000000000000
6179,2011-02-24,50.9166666666666667
6179,2011-02-25,48.9166666666666667
6179,2011-02-26,46.9166666666666667
6179,2011-02-27,74.5833333333333333
6179,2011-02-28,85.2500000000000000
6179,2011-03-01,78.4583333333333333
6179,2011-03-02,57.7500000000000000
6179,2011-03-03,79.0000000000000000
6179,2011-03-04,80.2500000000000000
6179,2011-03-05,72.8750000000000000
6179,2011-03-06,63.3750000000000000
6179,2011-03-07,49.0434782608695652
6179,2011-03-08,46.0833333333333333
6179,2011-03-09,49.8333333333333333
6179,2011-03-10,53.8750000000000000
6179,2011-03-11,66.6250000000000000
6179,2011-03-12,64.4166666666666667
6179,2011-03-13,88.2916666666666667
6179,2011-03-14,75.7916666666666667
6179,2011-03-15,89.0833333333333333
6179,2011-03-16,93.9583333333333333
6179,2011-03-17,90.5000000000000000
6179,2011-03-18,76.7916666666666667
6179,2011-03-19,72.5000000000000000
6179,2011-03-20,63.2500000000000000
6179,2011-03-21,43.6250000000000000
6179,2011-03-22,45.0833333333333333
6179,2011-03-23,47.0833333333333333
6179,2011-03-24,44.0000000000000000
6179,2011-03-25,43.2500000000000000
6179,2011-03-26,60.8750000000000000
6179,2011-03-27,72.6666666666666667
6179,2011-03-28,79.2500000000000000
6179,2011-03-29,67.2916666666666667
6179,2011-03-30,57.4166666666666667
6179,2011-03-31,54.2916666666666667
6179,2011-04-01,46.7916666666666667
6179,2011-04-02,46.7083333333333333
6179,2011-04-03,44.4583333333333333
6179,2011-04-04,45.0416666666666667
6179,2011-04-05,46.6666666666666667
6179,2011-04-06,42.6250000000000000
6179,2011-04-07,42.2916666666666667
6179,2011-04-08,37.9166666666666667
6179,2011-04-09,29.5416666666666667
6179,2011-04-10,29.5833333333333333
6179,2011-04-11,34.6666666666666667
6179,2011-04-12,36.4583333333333333
6179,2011-04-13,23.2916666666666667
6179,2011-04-14,36.8750000000000000
6179,2011-04-15,54.3750000000000000
6179,2011-04-16,42.5833333333333333
6179,2011-04-17,36.9166666666666667
6179,2011-04-18,37.8333333333333333
6179,2011-04-19,38.2500000000000000
6179,2011-04-20,36.8333333333333333
6179,2011-04-21,36.5833333333333333
6179,2011-04-22,37.7916666666666667
6179,2011-04-23,58.6666666666666667
6179,2011-04-24,59.9166666666666667
6179,2011-04-25,58.1666666666666667
6179,2011-04-26,54.3750000000000000
6179,2011-04-27,52.9166666666666667
6179,2011-04-28,51.9583333333333333
6179,2011-04-29,64.5000000000000000
6179,2011-04-30,63.3333333333333333
6179,2011-05-01,54.2083333333333333
6179,2011-05-02,55.4583333333333333
6179,2011-05-03,56.4166666666666667
6179,2011-05-04,53.0416666666666667
6179,2011-05-05,47.2083333333333333
6179,2011-05-06,39.7500000000000000
6179,2011-05-07,41.9166666666666667
6179,2011-05-08,38.3333333333333333
6179,2011-05-09,42.4166666666666667
6179,2011-05-10,39.0833333333333333
6179,2011-05-11,40.2916666666666667
6179,2011-05-12,41.5416666666666667
6179,2011-05-13,52.7500000000000000
6179,2011-05-14,65.7500000000000000
6179,2011-05-15,63.7500000000000000
6179,2011-05-16,48.4166666666666667
6179,2011-05-17,39.7916666666666667
6179,2011-05-18,43.8750000000000000
6179,2011-05-19,41.1666666666666667
6179,2011-05-20,39.3333333333333333
6179,2011-05-21,38.5833333333333333
6179,2011-05-22,41.5000000000000000
6179,2011-05-23,41.8333333333333333
6179,2011-05-24,40.8750000000000000
6179,2011-05-25,45.2173913043478261
6179,2011-05-26,46.3333333333333333
