idsensore,data,valore
19242,2021-01-01,1.0599300699300699
19242,2021-01-02,1.0745833333333333
19242,2021-01-03,1.1313194444444444
19242,2021-01-04,1.1805555555555556
19242,2021-01-05,1.3955555555555556
19242,2021-01-06,1.1854166666666667
19242,2021-01-07,1.0315972222222222
19242,2021-01-08,0.86743055555555555556
19242,2021-01-09,0.96798611111111111111
19242,2021-01-10,0.83590277777777777778
19242,2021-01-11,0.97951388888888888889
19242,2021-01-12,1.1816666666666667
19242,2021-01-13,0.86986111111111111111
19242,2021-01-14,0.92631205673758865248
19242,2021-01-15,1.1745138888888889
19242,2021-01-16,1.1703571428571429
19242,2021-01-17,0.92486111111111111111
19242,2021-01-18,1.1263194444444444
19242,2021-01-19,0.97270833333333333333
19242,2021-01-20,0.93347222222222222222
19242,2021-01-21,0.91066666666666666667
19242,2021-01-22,0.89965277777777777778
19242,2021-01-23,1.9847916666666667
19242,2021-01-24,1.4366666666666667
19242,2021-01-25,1.6984722222222222
19242,2021-01-26,3.0872222222222222
19242,2021-01-27,1.0740277777777778
19242,2021-01-28,1.2850694444444444
19242,2021-01-29,1.3410416666666667
19242,2021-01-30,1.3565972222222222
19242,2021-01-31,1.4546527777777778
19242,2021-02-01,1.3697916666666667
19242,2021-02-02,1.1551388888888889
19242,2021-02-03,0.85208333333333333333
19242,2021-02-04,1.0715277777777778
19242,2021-02-05,0.92208333333333333333
19242,2021-02-06,0.94611111111111111111
19242,2021-02-07,1.2831250000000000
19242,2021-02-08,1.5177083333333333
19242,2021-02-09,0.92263888888888888889
19242,2021-02-10,1.8242361111111111
19242,2021-02-11,1.3431250000000000
19242,2021-02-12,2.2188194444444444
19242,2021-02-13,1.6049305555555556
19242,2021-02-14,1.5286805555555556
19242,2021-02-15,1.0864583333333333
19242,2021-02-16,1.3531944444444444
19242,2021-02-17,1.2891666666666667
19242,2021-02-18,1.3511111111111111
19242,2021-02-19,1.1667361111111111
19242,2021-02-20,0.87743055555555555556
19242,2021-02-21,1.1578472222222222
19242,2021-02-22,1.1980555555555556
19242,2021-02-23,1.0136111111111111
19242,2021-02-24,0.75736111111111111111
19242,2021-02-25,0.82458333333333333333
19242,2021-02-26,0.93715277777777777778
19242,2021-02-27,1.3148611111111111
19242,2021-02-28,1.6584027777777778
19242,2021-03-01,1.0589583333333333
19242,2021-03-02,0.87597222222222222222
19242,2021-03-03,0.85437500000000000000
19242,2021-03-04,1.2912500000000000
19242,2021-03-05,1.3320138888888889
19242,2021-03-06,1.9978472222222222
19242,2021-03-07,0.87125000000000000000
19242,2021-03-08,1.0202083333333333
19242,2021-03-09,1.4407638888888889
19242,2021-03-10,1.2036111111111111
19242,2021-03-11,1.1427083333333333
19242,2021-03-12,1.2709027777777778
19242,2021-03-13,1.0259027777777778
19242,2021-03-14,3.2986805555555556
19242,2021-03-15,2.1260416666666667
19242,2021-03-16,3.6168750000000000
19242,2021-03-17,2.2201388888888889
19242,2021-03-18,1.6270138888888889
19242,2021-03-19,1.5495138888888889
19242,2021-03-20,1.2197222222222222
19242,2021-03-21,1.3148611111111111
19242,2021-03-22,1.1394444444444444
19242,2021-03-23,1.7790972222222222
19242,2021-03-24,1.1685416666666667
