Model,Test MAE,Test RMSE,Test R2,Train MAE,Train RMSE,Train R2
Random Forest,0.328735654822728,0.45786156834363007,0.7826507691258265,0.23359449663469709,0.3161941019547656,0.8899645293144917
Gradient Boosting,0.32162041879601555,0.4474526695763113,0.7924207532941615,0.24762507028848976,0.3389635908006271,0.873546376175657
Ridge Regression,0.35341474727553107,0.4911941202359892,0.749852570989757,0.3282353298469773,0.4522054657709045,0.7749407896155713
Support Vector Machine,0.3179293725041008,0.45228589279323766,0.7879121407800797,0.26687631335692036,0.38973816496740177,0.8328251092011826
