Model,Test MAE,Test RMSE,Test R2,Train MAE,Train RMSE,Train R2
Random Forest,4.739531866673458,6.737873507615636,0.7576035945069308,3.6051237239450695,4.953031883003171,0.8704751156180757
Gradient Boosting,4.617351037582842,6.479904900084637,0.7758092279566248,2.7087850758519543,3.656596144341679,0.9294064600896257
Ridge Regression,5.195928315104364,7.2686127549262,0.7179127013295826,5.178479008627264,7.236227954744768,0.7235380002329994
Support Vector Machine,4.446959649896189,6.378439788873809,0.7827752086670041,3.960298707872325,6.000859558594778,0.8098755845258169
