Model,Train MAE,Test MAE,Train RMSE,Test RMSE,Train R2,test R2
Random Forest,5.265769746246523,6.660732766156907,7.032110943452624,9.623692861960878,0.9534061174940941,0.9159285405311341
Gradient Boosting,4.954326487096523,6.437419904328802,6.5904379238553155,8.90325281301554,0.9590752514283726,0.9280447494608834
Ridge Regression,7.269988722079194,7.137930795564138,9.610324558347857,9.465738510089155,0.9129770939263825,0.9186656342393974
Support Vector,6.111779085896898,6.14644736683204,8.564404382176054,8.531997342231085,0.9308882639193747,0.9339205375355546
