Model,Test MAE,Test RMSE,Test R2,Train MAE,Train RMSE,Train R2
Random Forest,0.29951903204772873,0.42780398118911345,0.8064674490481614,0.2079722833277139,0.2858709808274529,0.9167460298153751
Gradient Boosting,0.30848362926315914,0.43754149925366725,0.7975569468119207,0.20115941324588296,0.2813681147620901,0.9193481059225981
Ridge Regression,0.3148309040910506,0.429999812621611,0.8044756233208643,0.3112075212524422,0.4341120884258363,0.8080144383297131
Support Vector Machine,0.27649767495298727,0.39862363476680146,0.8319685917770814,0.2542872801247813,0.3737396035914503,0.8577006058955177
