Model,Test MAE,Test RMSE,Test R2,Train MAE,Train RMSE,Train R2
Random Forest,4.7966765647253,6.880134028579934,0.7472598345575292,3.8131361364950993,5.297060586429979,0.8518570983770274
Gradient Boosting,4.801937078977163,6.74567238122493,0.7570421375494953,4.123430518328589,5.859216374695143,0.818744981964631
Ridge Regression,5.321657971772499,7.450868984982701,0.7035889962616844,5.410781056220527,7.433058680951292,0.7082935117805222
Support Vector Machine,4.814279607598518,6.809321848515317,0.7524356003936006,4.387618466036208,6.466280622138867,0.7792401642162989
