Model,Test MAE,Test RMSE,Test R2,Train MAE,Train RMSE,Train R2
Random Forest,6.9388754156699415,10.03449728187407,0.9085978697215535,5.743159715647013,7.645699844146723,0.9449202498757662
Gradient Boosting,6.826688366329425,9.726191876986062,0.9141281647881685,6.126771653003781,8.243460294494014,0.9359710214794594
Ridge Regression,7.309075044178033,9.869394256355626,0.9115809030575557,7.622570814785445,10.081872325595757,0.9042277128082901
Support Vector Machine,6.714076332162771,9.26741401603072,0.9220381369135876,6.591684711163782,9.218621308753912,0.9199263874194605
