Model,Test MAE,Test RMSE,Test R2,Train MAE,Train RMSE,Train R2
Random Forest,6.7509724011751295,8.955912646178357,0.7550545262285795,5.417625244470602,7.011503465816264,0.8477693961157955
Gradient Boosting,6.621484844070708,8.845276899601028,0.7610689526509409,5.726731486234752,7.561920189230827,0.8229304666076548
Ridge Regression,6.777988766879288,8.886900302146492,0.7588149762602627,6.770784697976675,8.952894859009971,0.7517972250885558
Support Vector Machine,6.484969147547037,8.611900699946895,0.7735106695334293,6.1732745264241,8.41847603646529,0.7805444219426373
