Model,Test MAE,Test RMSE,Test R2,Train MAE,Train RMSE,Train R2
Random Forest,0.36521767761890006,0.5119802308859311,0.7683186191420701,0.27908752480498084,0.3732370115233803,0.8631226408383671
Gradient Boosting,0.3649961558318111,0.5072900832901508,0.7725439491586052,0.29873135871131246,0.4034991308062181,0.8400267316469449
Ridge Regression,0.3924441539051085,0.5344919621374894,0.7474966721078635,0.37465976802680695,0.4984132385157883,0.7559148549270549
Support Vector Machine,0.36289179644940706,0.5094918944127276,0.770565191310683,0.3198370899597129,0.4480414643872975,0.8027583500571284
