Model,Test MAE,Test RMSE,Test R2,Train MAE,Train RMSE,Train R2
Random Forest,7.378783403328299,9.905539800182188,0.7109243406634307,5.446543202305515,7.027880840406001,0.8190983747121585
Gradient Boosting,7.2619786790658045,9.717315040734546,0.7218059761110799,5.8095899010998595,7.704012370193949,0.7826159713384919
Ridge Regression,8.17209537454461,10.767824212638814,0.6584052839285879,7.59033096640198,9.9312914718514,0.6387522537008521
Support Vector Machine,7.308526174859276,9.86732576783099,0.7131504562522577,6.369616914306635,8.835731727700006,0.7140574850214371
